职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
总公司中型企业市场承保条线业务分析(010331),1.4-1.8万·14薪,上海·浦东新区,5年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;补充医疗保险;带薪年假;年终奖金,数据分析;商险;经营分析;行业数据;英语听说读写;保险;子女医疗保险,
Head of Training and HNW Insurance Expert ID199248,,上海·浦东新区,8年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,,,
车险电话客服（包吃+双休）,6千-1万,武汉·洪山区,1年,高中,中国人民财产保险股份有限公司武汉市东湖开发区科技保险支公司,保险,国企,150-500人,五险一金;年终奖金;定期体检;弹性工作,定期团建;包早中餐;内部晋升;汽车保险;电话客服,电话销售
总公司中型企业市场销售渠道运营管理岗(010287),1-1.1万·14薪,上海·浦东新区,3年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;补充公积金,运营;激励方案;基本法;保费统计;年度奖金;补充商险;法定节日礼金,销售奖金核算
保险销售专员,3千及以下,贵阳,无需经验,大专,贵州恒瑞达保险代理有限公司,保险,国企,少于50人,员工旅游;绩效奖金;弹性工作;专业培训,售后服务;保险咨询;收集市场信息;开拓新客户,销售 保险产品销售
海事检验师,6千-1.2万,上海·浦东新区,3-4年,本科,青岛大华保险公估有限公司,中介服务,民营,50-150人,五险一金;周末双休;绩效奖金;节日福利;通讯补贴;专业培训,轮机工程;航海;装箱检验;三副;三管轮;机损;检验,
养老金融规划师,2-4万,上海·徐汇区,2年及以上,本科,永达理保险经纪有限公司,保险,民营,1000-5000人,内部培训;弹性工作;绩效奖金;专业培训;年终奖金;员工旅游,养老;职业发展,
非车核保岗,8千-1.6万,珠海·横琴新区,3年及以上,本科,久隆财产保险有限公司,保险,民营,少于50人,五险一金;定期体检;绩效奖金,excel;市场调研;产品开发;保险;经济;数学;统计;经营管理;风险管理;核保,
非车核保岗,1.5-2.5万,珠海·横琴新区,5年及以上,本科,久隆财产保险有限公司,保险,民营,少于50人,五险一金;定期体检;绩效奖金,excel;市场调研;产品开发;保险;经济;数学;统计;经营管理;风险管理;核保,
数据分析岗,8千-1.4万·13薪,广州,2年及以上,本科,众诚汽车保险股份有限公司,保险,已上市,1000-5000人,五险一金;补充医疗保险,计算机;办公软件;数据分析;sql;保险;数学;用户运营;活动运营;平台运营;运营数据,
保险产品运营岗,1.6-2.2万·15薪,杭州·西湖区,5年及以上,本科,国泰财产保险有限责任公司,保险,外资（非欧美）,500-1000人,周末双休;带薪年假;五险一金;节日福利;专业培训;年终奖金;弹性工作,产品运营;保险,
内勤话务员月薪过万,4.5-9千,上海·浦东新区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,五险;五险一金;绩效奖金;带薪年假;节日福利;带薪培训;年终奖,车险专员;打电话;全勤奖;保险;年底双薪,
家族办公室高级合伙人,3-6万,上海·徐汇区,2年及以上,本科,永达理保险经纪有限公司,保险,民营,1000-5000人,弹性工作;年终奖金;员工旅游;绩效奖金;专业培训;培训,财务顾问;保险;职业发展,
保单托管分析师,1-2万,深圳·南山区,2年及以上,本科,永达理保险经纪有限公司,保险,民营,1000-5000人,专业培训;绩效奖金;年终奖金;弹性工作,保险;理赔;分析报告;保险行业;托管服务;统计学,金融 金融市场
保险业务经理/主管,2-4万,上海·徐汇区,1年及以上,大专,永达理保险经纪有限公司,保险,民营,1000-5000人,五险一金;员工旅游;意外险;提成,保险;保险方案;保险服务;全职;时间自由;年度体检,销售 金融 银行
内江车险续期客户/五险一金,5-8千,内江,无需经验,,阳光财产保险股份有限公司四川省分公司,保险,合资,未知,绩效奖金;年终奖金;五险一金;周末双休;生日福利;培训;年假,产假;团建活动;公积金;500强;津贴;环境优美,
项目管理岗,1-1.5万,广州,5年及以上,大专,广爱保险经纪有限公司,保险,合资,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴,管理;保险;经济;业务拓展,市场营销 金融 营销方案
市场部负责人（上海）(J10311),2-4万,上海·徐汇区,8年及以上,本科,国民养老保险股份有限公司,保险,国企,150-500人,培训,客户拓展;寿险市场;保险;团队建设;养老保险,销售 销售团队组建
财富及财务规划师 ID197256,,广州,3年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,五险一金,资产配置方案;资产配置;保险保障;财富规划;子女教育;保障计划;退休计划;健康保障;数字工具,投资
财富及财务规划师 ID197252,,深圳,3年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,五险一金,资产配置方案;资产配置;保险保障;财富规划;子女教育;保障计划;退休计划;健康保障;数字工具,投资
总公司客服和消保部客户运营项目经理(010252),1-1.5万·14薪,上海·浦东新区,3年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,专业培训;节日福利;定期体检;餐饮补贴;通讯补贴;六险二金,续保;运营管理,销售推动 销售管理
车险内勤/出单员,5-8千,武汉·武昌区,1年,大专,湖北保重保险代理有限公司,保险,民营,150-500人,节日福利;绩效奖金;专业培训,出单员;刷卡;打印;内勤;文职;档案整理;高端旅游;六险,
太平洋长航合伙人,1.6-3.2万,宁波·鄞州区,2年及以上,本科,中国太平洋人寿保险股份有限公司宁波分公司,保险,民营,未知,提成奖金;周末双休;弹性工作;专业培训;员工旅游;出国机会;年终奖金,商业保险,
保险营销员,8千-1.5万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,补充医疗保险;员工旅游;专业培训;出国机会;绩效奖金;年终奖金,保险,销售 销售代表 直销销售 金融 客户经理
投资理财顾问,1-2万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;定期体检;年终奖金,保险;基金;理财;信托;资产配置,银行 投资 证券 营销 财富管理
8k上海社保车险续费专员,6-8千,汉中,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,销售技能培训;产品培训;社保;专业培训;技能培训,续保;联系客户;车险续保;电脑;客户资源;意向客户资源,销售
保险业务经理/主管,40-80万/年,上海·浦东新区,5年及以上,大专,中国太平洋人寿保险股份有限公司上海分公司,保险,国企,10000人以上,专业培训;定期体检;带薪年假;员工旅游,医学;教育;汽车;保险;地产;医疗;保险行业,销售 金融 保险销售
保险内勤,4-5千·14薪,连云港·连云区,无需经验,本科,紫金财产保险股份有限公司连云港徐圩支公司,保险,国企,50-150人,双休;绩效奖金;年终奖金;餐饮补贴;交通补贴;通讯补贴;六险二金,国企;六险两金,
保险贷款理财客户经理,1.2-2万,无锡·梁溪区,2年及以上,大专,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,双休;专业培训;培训;提成;补贴,保险;公平晋升;职业规划;底薪;公积金;节假日;津贴;晋升通道;法定节假,
金融保险销售员,4-8千,赣州·南康区,1年,大专,中国平安人寿保险股份有限公司江西分公司,保险,民营,未知,培训;补贴,保险;旅游;津贴;公积金;意外保险;职级津贴;晋升;500强;医疗保险;新人津贴,上市公司
保险客户服务/续期管理,8千-1万,宁波·海曙区,无需经验,大专,中国太平洋人寿保险股份有限公司宁波分公司,保险,民营,未知,下午茶;不加班;周末双休;意外险;绩效奖金;提成,售后服务;理赔;加保;保单续费;保单咨询;保险;节假日,
保险销售储备主管2,6千-1万,成都·锦江区,无需经验,大专,中国人寿保险股份有限公司成都市分公司滨江营销服务部,保险,已上市,10000人以上,绩效奖金;补充医疗保险;弹性工作;定期体检;员工旅游;交通补贴;周末双休;通讯补贴;专业培训,团队合作,
急招保险管理一名,7千-1.2万,昆山,无需经验,,昆山瀚海信息科技有限公司,计算机软件,合资,500-1000人,双休;绩效奖金;专业培训;五险一金;年终奖金;员工旅游;培训;免费班车,保险;多劳多得;高薪,
8k上海社保车险续费专员,6-8千,汉中,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,销售技能培训;产品培训;社保;专业培训;技能培训,续保;联系客户;车险续保;电脑;客户资源;意向客户资源,销售
保险理财顾问（黄埔双休）,7.5千-1.5万,广州·黄埔区,3年及以上,大专,中国人寿保险股份有限公司广州市分公司,保险,国企,未知,周末双休;双休;培训;新人补贴;团队活动,商业保险;保险;聚餐;500强;理财;保单理赔,客户服务 金融保险
保险代理人,1-1.5万,北京·丰台区,2年,大专,中国平安人寿保险股份有限公司北京分公司,保险,民营,10000人以上,,保险;理赔;售后;贷款;信用卡,销售 金融 银行
保险理财规划师,6千-1万,无锡·梁溪区,无需经验,大专,中国人寿保险股份有限公司无锡市分公司梁溪扬名营销服务部,保险,已上市,150-500人,弹性工作,需求分析;跟进客户;保险理财;保险购买;理财规划方案;风险评估;工作氛围好,金融 投资建议
保险康养顾问-1,1-2万,上海,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,补充医疗保险;员工旅游;专业培训;出国机会;绩效奖金;年终奖金,管理;人才培养;健康;管理团队成员,销售 金融
团险运营支持/周末双休,5-5.5千,北京·丰台区,无需经验,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,五险一金;带薪培训;周末双休;假日福利,保险;团险;坐班;节假日休;上市企业;法定节假,
白班客服内勤/节假日休/可居家,5-8千,温州,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;带薪休假;专业培训;高温补贴;带薪培训;年终奖;业绩提成,车险;白班;全勤奖;年底双薪,电话销售
保险康养经理,1.5-3万,上海·静安区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,培训,推广;咨询服务;维护客户关系;服务;市场动态;保险行业;保险产品;回访客户;康养;保险,销售
保险康养顾问-15,1-2万,上海,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,内部培训;补充医疗保险;员工旅游,管理;人才培养;保险;多劳多得;时间自由;旅游;奖金;晋升;可晋升,销售
银行保险综合金融销售高薪,15-20万/年,福州·台江区,无需经验,中技/中专,中国人寿保险股份有限公司福州分公司,保险,国企,500-1000人,周末双休;弹性工作;加班补贴;节日福利;专业培训,全勤奖,金融 银行
会员运营总监（保险名家会员）,1.8-2.5万,上海·松江区,5-7年,本科,上海鼎翊企业管理有限公司,教育/培训/院校,民营,50-150人,员工旅游;出国机会;绩效奖金;年终奖金;五险一金;交通补贴,大客户管理;会员运营总监;保险名家会员;大客户开拓,
明亚保险经纪人,3.5-4.5万,,无需经验,大专,明亚保险经纪股份有限公司广东分公司,保险,民营,1000-5000人,培训;专业培训;弹性工作,售后服务;维护客户关系;业务拓展;保险咨询;保险行业;投保;风险管理计划;保障支持,
银行保险经理,1.5-3万,上海·杨浦区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,补充医疗保险;员工旅游,经济;市场动态;保险,销售 市场营销 银行保险销售 分析销售 销售策略 金融
非车理赔岗(J13729),8千-1万,宁波·海曙区,2年及以上,本科,大家财产保险有限责任公司,保险,国企,5000-10000人,培训;五险一金;带薪年假;餐饮补贴;年终奖金,保险;理赔;医疗;法学;核赔;测评;现场查勘;运营分析,金融
保单托管分析师,1-2万,武汉·江岸区,2年及以上,本科,永达理保险经纪有限公司,保险,民营,1000-5000人,绩效奖金;专业培训;年终奖金;员工旅游,保险;理赔;分析报告;保险行业;托管服务;统计学;保全,金融 金融市场
非车险理赔岗,5-7千,重庆·渝中区,2年及以上,本科,大家财产保险有限责任公司,保险,国企,5000-10000人,技能培训;五险一金;补充医疗保险,机械;建筑;化工;保险;理赔;法律;电力;核赔;测评;现场查勘,
内勤(J13688),3.5-4.5千·13薪,重庆·涪陵区,1年,本科,大家财产保险有限责任公司,保险,国企,5000-10000人,五险一金;年终奖金;带薪年假,档案管理;续保;出单;免费工作餐,客户服务
客户洞察岗——数据,1.2-1.5万,北京·西城区,3年及以上,硕士,长城人寿保险股份有限公司,保险,国企,10000人以上,五险一金;年终奖金;定期体检,保险;寿险;客户分析;客群分析;行为分析;客户画像;客户数据分析;客户分析报告,
资金管理岗,6千-1万,广州,2年及以上,本科,亚太财产保险有限公司,保险,民营,1000-5000人,,办公软件;数据分析;财务;会计;财务管理;财务软件;会计档案管理;资金收付;收付,银行账户管理
财务实习生,3千及以下,广州,无需经验,本科,亚太财产保险有限公司,保险,民营,1000-5000人,,数据分析;预算;会计;财务管理;会计核算;会计档案管理;立卷归档;数据处理,
黄埔社区高净值客户服务经理/15K+/周末双休,1-2万,广州·黄埔区,3年及以上,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,未知,系统培训;周末双休;绩效奖金;不加班;带薪休假;缴纳社保;业绩提成,保险;底薪;可晋升;新人津贴,上市公司
专案项目教练(新人培育),1.8-2.5万,上海·浦东新区,5年及以上,本科,鑫山保险代理有限公司,保险,外资（非欧美）,50-150人,新人培训;培训辅导;周末双休;弹性工作,班主任;excel;word;ppt;msoffice;班务;经营数据分析,营销支持
财险总公司-纪委办公室/巡察办公室-执纪审查岗,9千-1.2万,深圳·福田区,1年及以上,本科,太平财产保险有限公司,保险,国企,10000人以上,培训;五险一金;补充医疗保险;交通补贴,公检法;审计;纪检;司法;法律;公文写作;公安;纪律检查;立案审查,
银保督训岗（珠三角城市）,6千-1.2万,广州·天河区,5年及以上,本科,中意人寿保险有限公司,保险,合资,1000-5000人,培训,办公软件;保险;市场信息收集;数据报表;产品研究;方案策划,金融
银保督训岗,8千-1.2万,江门·蓬江区,5年及以上,本科,中意人寿保险有限公司,保险,合资,1000-5000人,专业培训;补充医疗保险;绩效奖金;五险一金;员工旅游;交通补贴;餐饮补贴;年终奖金;定期体检,保险,金融
助理总经理,2-3万·16薪,上海·静安区,9年及以上,本科,领航国际保险经纪有限公司,保险,民营,50-150人,五险一金,管理;团队管理;保险;辅导,销售 市场营销 金融 金融机构 营销推广 客户关系管理
综合管理,15-30万/年,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,下午茶;双休;朝九晚五,团队统筹;运营方案;组织实施;市场分析;运营;渠道;活动;策划;商务谈判;采购;奖金,
保险产品经理（跨境电商）,1.5-2.5万·15薪,杭州·西湖区,3年及以上,本科,国泰财产保险有限责任公司,保险,外资（非欧美）,500-1000人,周末双休;带薪年假;五险一金;节日福利;专业培训;年终奖金;弹性工作;培训,保险,
信息技术部-系统分析岗,1.5-3万,上海·虹口区,5年及以上,本科,国华人寿保险股份有限公司,保险,民营,1000-5000人,带薪病假,java;管理;oracle;mysql数据库;保险;理赔;ai;计算机软件;需求沟通;结婚礼金,银行
国企管培生,5-6千·13薪,扬州,无需经验,本科,紫金财产保险股份有限公司,保险,国企,5000-10000人,带薪年假;五险一金;绩效奖金;餐饮补贴;周末双休;专业培训;节日福利;定期体检,,
国企大地带薪休假有社保车险专员,4-7千,赤峰,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,社保;缴纳社保;补贴;销售提成;培训;晋升空间,奖金;底薪;职级津贴;节假日;法定假期;提供车;激励奖金,
部门中层经理/主管,15-25万/年,常州·天宁区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,周末双休;绩效奖金;弹性工作;专业培训;定期体检,市场分析;市场规划;市场管理;商务管理;商务谈判,市场营销
媒体算法研究员,1.5-2.5万,武汉·江汉区,3年及以上,本科,梧桐树保险经纪有限公司,金融/投资/证券,民营,500-1000人,,计算机;sql;广告投放;技术方案;广告;hadoop;建模;分析报告;spark;人工智能,
保险收展员,7千-1.4万,青岛·市南区,无需经验,大专,中国人寿保险股份有限公司青岛市分公司,保险,民营,未知,,保险,
汽车保险续期管理（电话坐席）,8千-1.2万,常熟,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,带薪年假;年终奖金;周末双休,汽车保险;车险投保;转保;续保;联系客户;保险;职业发展,保险销售 电话销售
保险专员,8千-1.5万,广州·黄埔区,1年,中技/中专,广州科城骏佳雷克萨斯汽车销售服务有限公司,汽车,外资（非欧美）,50-150人,带薪年假;绩效奖金;包吃;节日福利;专业培训;通讯补贴,六险一金,
保险顾问,8千-1.6万,上海·闵行区,无需经验,大专,中国人寿保险股份有限公司上海青浦盈港东路营销服务部,保险,民营,未知,培训,保险;体检;晋升渠道,
保险销售经理(双休),7千-1.2万,成都·青羊区,无需经验,大专,中国人寿保险股份有限公司成都市分公司马家花园营销服务部,保险,民营,未知,意外险;专业培训;朝九晚五;周末双休;双休;团队活动,保险;新人津贴;晋升机制;透明晋升;大平台;佣金,
保险理财顾问（保底年薪10万）,10-15万/年,杭州·拱墅区,1年,大专,杭州瑞盈家信息咨询有限公司,金融/投资/证券,国企,1000-5000人,,,
反保险欺诈、调查员,8千-1.5万,深圳·罗湖区,1年,大专,深圳泰和君兴风险管理有限公司成都分公司,保险,民营,50-150人,专业培训;员工旅游;年终奖金;带薪年假,医学;保险;法学;公安;法院;公估;责任险;刑侦;公估资格证;侦察,
一般保险客户服务主任,8千-1.2万,上海·静安区,3年及以上,本科,润信保险经纪有限公司上海分公司,保险,民营,少于50人,五险一金;补充医疗保险;补充公积金;员工旅游;年终奖金;定期体检,续保;财产保险;保险,
明亚保险经纪从业伙伴,8千-1.5万,深圳·南山区,1年及以上,本科,明亚保险经纪股份有限公司深圳分公司,保险,民营,1000-5000人,系统培训;弹性工作,咨询服务;投保;购买保险;产品条款;风险评估;缴费;个寿;团财;保障梳理;售后服务;保险,
保险公估师,6千-1.2万,上海·浦东新区,3-4年,本科,青岛大华保险公估有限公司,中介服务,民营,50-150人,五险一金;周末双休;节日福利;通讯补贴,现场查勘;公估;损失评估;轮机;工程师;船舶;检验,
保险与养老社区销售,1-2万,昆明·盘龙区,无需经验,大专,泰康人寿保险有限责任公司云南分公司,保险,民营,未知,高提成,保险;公司活动;500强,
保险产品顾问,5千-1万,杭州·西湖区,1年及以上,大专,国泰财产保险有限责任公司,保险,外资（非欧美）,500-1000人,社保;双休;五险一金;绩效奖金,咨询服务;电话咨询;保险;底薪,保险销售
保险营销经理（提供优质客户）,1.5-3万·13薪,广州·天河区,2年及以上,大专,太平人寿保险有限公司广东分公司,保险,国企,1000-5000人,带薪病假;带薪培训;专业培训;年终奖;节日福利;培训,保险代理人;保险经纪人;客服,销售 大客户销售 销售精英
江苏分公司-银行保险部-业务推动室-培训管理岗,8千-1万,南京·秦淮区,1年及以上,本科,百年人寿保险股份有限公司江苏分公司,保险,民营,500-1000人,培训;培训规划;绩效面谈;五险一金;绩效奖金,保险;银保渠道;企划督导;追踪管理;寿险行业;体系建设,金融
保险财富管理,4.2-8.4千,成都·青羊区,无需经验,大专,中国人寿保险股份有限公司成都市分公司马家花园营销服务部,保险,民营,未知,,团队管理;人力资源管理;产品运营;人事招聘;入离职办理;资料录入;招聘网站管理;团队运营;团队筹建;理赔办理;保险,
保险卓越经理人（双休）,8千-1.2万,长沙·雨花区,无需经验,大专,太平人寿保险有限公司长沙中心支公司,保险,国企,10000人以上,成长培训;晋升培训;专业培训;弹性工作,业务拓展;寿险;业务办理;团队发展;保险;商业保险,客户服务 销售
保险团队销售经理/主管,1.5-3万·13薪,广州·天河区,3年及以上,大专,太平人寿保险有限公司广东分公司,保险,国企,1000-5000人,社保;带薪培训;年终奖;专业培训;带薪年假;带薪病假;节日福利,保险;主管;年度体检,销售 销售经理
保险代理人,8千-1.6万,成都·青羊区,1年及以上,大专,中国太平洋人寿保险股份有限公司成都中心支公司青羊营销服务部,保险,国企,未知,意外险;专业培训;绩效奖金;弹性工作;周末双休;补充医疗保险;培训,保险;大客户管理;晋升,销售
保险客户经理,6千-1万·14薪,连云港·连云区,2年及以上,本科,紫金财产保险股份有限公司连云港徐圩支公司,保险,国企,50-150人,六险二金;周末双休;交通补贴;餐饮补贴;通讯补贴;专业培训;年终奖金;绩效奖金;定期体检,,
保险卓越经理人,1-1.5万,长沙·雨花区,无需经验,大专,太平人寿保险有限公司长沙中心支公司,保险,国企,10000人以上,带薪年假;员工旅游;专业培训;弹性工作;技能培训;绩效奖金;节日福利;培训,保险;商业保险;佣金;八小时;晋升,
售后保险续保专员,5千-1万,深圳·坪山区,3年及以上,中技/中专,深圳湛宝金碧实业有限公司,汽车,民营,50-150人,五险一金,理赔;法律法规;保险行业;保险产品;保险条款;4s店续保;续保服务;续保率;保险,客户关系
保险顾问,1.2-2.4万,成都·青羊区,2年及以上,本科,中国太平洋人寿保险股份有限公司成都中心支公司青羊营销服务部,保险,国企,未知,意外险;专业培训;绩效奖金;弹性工作;周末双休;补充医疗保险;培训,售后服务;顾问;经理;保险;晋升;职业发展,
保险销售 /经纪人,1.3-2万,深圳·南山区,无需经验,本科,明亚保险经纪股份有限公司深圳分公司,保险,民营,1000-5000人,弹性工作;教师教务培训,兼职;自由职业;保险;医生药师护士;律师法务公关;数据产品运营,销售 金融学
保险康养顾问（清1）,1.5-3万,清远·清城区,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,内部培训;绩效奖金;年终奖金,医学;团队建设;护理;客户咨询服务;财经;回访客户,金融 客户关系 客户关系管理
保险外勤,3-6千,咸宁,2年及以上,高中,平安创展保险销售服务有限公司咸宁分公司,中介服务,民营,50-150人,五险,,保险销售
保险业务经理/保险经纪人,1-1.5万,无锡·梁溪区,无需经验,大专,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,补充医疗保险;补充公积金;出国机会;专业培训;年终奖金;绩效奖金;弹性工作;员工旅游,保险,销售
综合金融保险代理人（可兼职 弹性制工作）,1.5-2.5万·24薪,北京·石景山区,1年,大专,中国平安人寿保险股份有限公司北京分公司,金融/投资/证券,国企,10000人以上,绩效奖金;年终奖金;补充医疗保险;弹性工作,理财;贷款;传承;财富;基金;信托,银行 证券 销售 金融
铁路巡检岗位/长期稳定/包吃包住,5-8千·13薪,乐山,无需经验,高中,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金;节日福利;带薪年假;餐饮补贴,巡检;巡检报告;现场勘查;排查安全隐患;风险管控;风险防范,
乘警岗位/长期稳定/包吃包住,6-8千·13薪,长沙,无需经验,中技/中专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节假日福利,巡检;工龄工资;退休待遇;退休金;提供吃住;节假日三薪;就近安排,
短视频运营（保险热点）,2-3万,上海·松江区,2年,本科,上海鼎翊企业管理有限公司,教育/培训/院校,民营,50-150人,员工旅游;出国机会,短视频选题;视频号;内容生产;premier;ae;抖音;影视制作;运营,用户增长 保险营销
保险医养顾问-SM,8千-1万,沈阳,无需经验,大专,中国平安人寿保险股份有限公司辽宁分公司,计算机软件,民营,未知,五险一金;带薪年假,人才培养;健康管理师;养老;健康;管理团队成员;财务规划师;包食宿;法定节假日,销售 金融
保险售后服务经理,1.5-3万,上海·虹口区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,培训;补充医疗保险;员工旅游;绩效奖金;专业培训;定期体检;零食下午茶;通讯补贴;交通补贴,保险;定期团建,
铁路巡检岗位/长期稳定/包吃包住,5-8千·13薪,芜湖,无需经验,高中,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金;节日福利;带薪年假;餐饮补贴,巡检;巡检报告;现场勘查;排查安全隐患;风险管控;风险防范,
乘警岗位/长期稳定/包吃包住,6-8千·13薪,合肥,无需经验,中技/中专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节假日福利,巡检;工龄工资;退休待遇;退休金;提供吃住;节假日三薪;就近安排,
保险邀约专员,6千-1.2万,东莞·常平镇,1年,大专,东莞常平中升雷克萨斯汽车销售服务有限公司,汽车,民营,50-150人,五险一金;员工旅游;绩效奖金;专业培训;带薪年假;包吃住;节日福利,提供工作餐;客服;保险;客服专员,
中国人寿保险销售 定向客户资源,8千-1.2万,郑州·管城回族区,无需经验,大专,中国人寿保险股份有限公司郑州市分公司,金融/投资/证券,国企,未知,年终奖励;培训;绩效提成,保险;全职;晋升通道;职业发展;底薪;晋升;发展平台;发展空间;职业晋升,销售
铁路巡检岗位/长期稳定/包吃包住,5-8千·13薪,马鞍山,无需经验,高中,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金;节日福利;带薪年假;餐饮补贴,巡检;巡检报告;现场勘查;排查安全隐患;风险管控;风险防范,
乘警岗位/长期稳定/包吃包住,6-8千·13薪,昆明,无需经验,中技/中专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节假日福利,巡检;工龄工资;退休待遇;退休金;提供吃住;节假日三薪;就近安排,
保险康养顾问11,1-1.5万,太仓,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,培训;内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;保险;奖金,金融 客户关系 客户关系管理
组发部-人员管理岗（世界500强）,9千-1.2万·14薪,广州·天河区,3年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,专业培训,办公软件;数据分析;人员管理;品质管理;保险行业;审核资料;异动;解约;佣金支付;面试对接;保险,
乘警岗位/长期稳定/包吃包住,6-8千·13薪,大连,无需经验,中技/中专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节假日福利,巡检;工龄工资;退休待遇;退休金;提供吃住;节假日三薪;就近安排,
组发部-人员管理岗（世界500强）,9千-1.2万·14薪,广州·天河区,3年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,专业培训,办公软件;数据分析;人员管理;品质管理;保险行业;审核资料;异动;解约;佣金支付;面试对接;保险,
保险销售经理,4.8-8千,成都·锦江区,1年及以上,大专,中国人寿保险股份有限公司成都市分公司滨江营销服务部,保险,国企,500-1000人,绩效奖金;专业培训;周末双休;培训,保险;佣金;全勤奖励;职业规划;公积金;法定节假;晋升机制;晋升;新人津贴,
铁路巡检岗位/长期稳定/包吃包住,5-8千·13薪,上海,无需经验,大专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金;节日福利;带薪年假;餐饮补贴,巡检;巡检报告;现场勘查;排查安全隐患;风险管控;风险防范,
乘警岗位/长期稳定/包吃包住,6-8千·13薪,昆明,无需经验,中技/中专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节假日福利,巡检;工龄工资;退休待遇;退休金;提供吃住;节假日三薪;就近安排,
保险内勤售后服务 弹性工作制,2-3.5万,北京·丰台区,2年,大专,中国平安人寿保险股份有限公司北京分公司,保险,民营,10000人以上,绩效奖金;补充医疗保险;补充公积金;弹性工作;定期体检;员工旅游;交通补贴;五险一金;专业培训,理财,销售 金融
远程车物作业岗(J10261),5千-1万,成都·武侯区,2年及以上,大专,现代财产保险（中国）有限公司,保险,合资,150-500人,五险一金;补充医疗保险,保险;车辆维修;汽车工程;案件管理;理赔咨询;车险查勘定损;新能源,客户服务沟通
铁路巡检岗位/长期稳定/包吃包住,5-8千·13薪,张家口,无需经验,大专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金;节日福利;带薪年假;餐饮补贴,巡检;巡检报告;现场勘查;排查安全隐患;风险管控;风险防范,
巡检员/长期稳定/无夜班,6-8千·13薪,菏泽,无需经验,大专,河北驰达轨道交通有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;带薪年假;节日福利,巡检;工龄工资;退休待遇;退休金;就近安排;节假日三新;提供吃住,
