职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
资深亚马逊运营,1-2万·13薪,广州·天河区,1年及以上,本科,广州商科信息科技有限公司,多元化业务集团公司,民营,500-1000人,五险一金;员工旅游;培训;年终奖金,FBA;广告推广;奖金;法定节假;年度奖金;节日礼品;体检;生日会;部门聚餐,
招商营运专员/副主管/主管,6千-1万,广州·海珠区,1年及以上,大专,广东晋明集团有限公司,物业管理/商业中心,民营,50-150人,五险一金;绩效奖金;定期体检;带薪年假;节日福利;生日福利,团建;市场调研;招商;咨询服务,客户关系维护
小红书运营,9千-1.5万,广州·天河区,1-3年,本科,广州凯乐石运动科技有限公司,服装/纺织/皮革,民营,1000-5000人,五险一金;年终奖金,运营,
养老行业短视频运营,8千-1.2万,南京·建邺区,2年及以上,本科,江苏瑞芝康健老年产业（集团）有限公司,多元化业务集团公司,非营利组织,500-1000人,,抖音;直播;广告;视频剪辑;短视频;新闻;现场协调;创意策划;剪映;粉丝互动;月休6天;大小休,
招商营运专员,7千-1万,无锡·新吴区,1-2年,本科,宁波恒大城市之光商业管理有限公司,物业管理/商业中心,民营,少于50人,五险一金,,
海外社交媒体运营主管,1.5-2.5万,广州,5年及以上,本科,广州熹熹服装有限公司,服装/纺织/皮革,民营,150-500人,五险一金;弹性工作,数据分析;运营;广告投放;短视频;社群运营;facebook;社交媒体;粉丝互动;社交平台;奢侈品,
跨境电商运营,5千-1万,深圳·龙华区,1年及以上,大专,深圳市雅乐电子有限公司,电子技术/半导体/集成电路,民营,150-500人,节日福利;带薪年假,数据分析;运营;平台规则;shopee;控制产品风险;运营分析报告;lazada;美客多;TK;全勤奖,
阿里国际运营,8千-1.2万,深圳·宝安区,3年及以上,本科,深圳万利科技有限公司,印刷/包装/造纸,民营,500-1000人,五险一金;绩效奖金;节日福利;包吃;包住,推广;发布产品;运营维护;产品优化;产品转化;监控后台数据;团建聚餐,
营运专员（宝山）,6-8千·13薪,上海·宝山区,2-5年,大专,日月光地产,物业管理/商业中心,外资（非欧美）,150-500人,五险一金;年终奖金;定期体检;节日福利,商业地产;楼管;营运,
团险营运运作岗(J11193),8千-1.4万·14薪,上海·徐汇区,2年,本科,中信保诚人寿保险有限公司上海分公司,保险,合资,500-1000人,五险一金;定期体检;节日福利;绩效奖金;带薪年假;餐饮补贴;补充医疗保险;年终奖金;做五休二;补充公积金,营运,
亚马逊运营专员,6-9千,深圳·罗湖区,1年及以上,本科,深圳市纽尔科技有限公司,互联网/电子商务,民营,150-500人,五险一金,办公软件;电商;英语四级;推广计划;库存周转率;优化产品;控制产品风险;数据表格;促销价格,销售产品
自媒体运营,6-8千,惠州·惠东县,无需经验,大专,杰嘉友（深圳）材料科技有限公司,计算机软件,民营,未知,定期体检,抖音;微信公众号;微博;新媒体;日常运营;新媒体平台;线上宣传;社交媒体平台;分析平台数据,品牌推广
网络销售运营,5千-1万,深圳·龙华区,1年及以上,大专,华控系统科技（深圳）有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;年终奖金;员工旅游;提成奖金,,
实验室运营管理专家,1-1.3万,南京,2年及以上,本科,南京金斯瑞生物科技有限公司,制药/生物工程,外资（非欧美）,1000-5000人,,外检;物料,
生产运营总监,2-3.2万·14薪,苏州·相城区,5年及以上,本科,微睿科技（苏州）有限公司,医疗设备/器械,民营,少于50人,五险一金,管理;医疗器械;物流;生产计划;运营管理;生产;工艺流程;生产工艺;工艺;仓储,
跨境电商运营,7千-1.2万,广州·白云区,1年及以上,大专,广东聚威健康产业有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,,运营;英语四级;广告投放;facebook;关键词优化;商品上架;跨境电商运营;股权激励,销售策略 促销活动策划
阿里巴巴国际站运营,8千-1万,深圳·宝安区,1年及以上,大专,深圳万利科技有限公司,印刷/包装/造纸,民营,500-1000人,,,
营运专员-嘉定宝龙广场,6-7千,上海·嘉定区,1年及以上,本科,上海镌新企业管理有限公司,物业管理/商业中心,已上市,500-1000人,五险一金;年终奖金;餐饮补贴,经营指标;消费动态信息;竞争对手调查;调整方案;经营状况;多经;租赁合同签订;开业率,
营运总监助理,5.5千-1.1万·13薪,珠海,无需经验,本科,力派尔（珠海）汽车配件有限公司,汽车,外资（欧美）,150-500人,五险一金;年终奖金;专业培训;员工旅游,英语;cet_6;对接;跨部门协调;意大利语;文档翻译;意大利;听说读写流利,
生产运营总监,4-5万,台州,10年及以上,大专,俱进汽车部件集团有限公司,汽车零配件,民营,5000-10000人,绩效奖金;包住宿;专业培训;五险,,
校招与运营干事,5-7千,重庆·永川区,1年及以上,硕士,重庆现代制造职业学院,教育/培训/院校,民营,未知,培训,招生;校招,
客户营运支援部-客户信息集中录入组长 ID199507,1.6-2.5万,上海,5年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金;补充医疗保险;专业培训,引导客户;业务学习;质量达标;管理客户信息;管理客户预期;业务系统优化;自动化方案,
海外跨境电商运营,4-6千,马鞍山·花山区,1年及以上,本科,安徽卡卖客国际贸易有限公司,贸易/进出口,民营,少于50人,五险一金;补充医疗保险,数据分析;运营;英语;运营管理;跨境电商运营;分析市场动态;跨境电商平台,营销策略
生产运营系统开发工程师（R14353）(J14142),1-2万·14薪,武汉·洪山区,3年,硕士,长江存储科技有限责任公司,电子技术/半导体/集成电路,民营,5000-10000人,五险一金;免费班车;餐饮补贴;通讯补贴;年终奖金;定期体检;廉租宿舍,计算机;java;mysql;oracle;javascript,
营运专员,5-6.5千·13薪,广州,1年,大专,广州市嘉裕太阳城物业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;带薪年假;节日福利;餐饮补贴;专业培训;绩效奖金;年终奖金;员工旅游;周末双休;补充医疗保险;包住,,
营运主管,5-6.5千,武汉·江夏区,1年及以上,大专,武汉国安保安服务有限公司,生活服务,民营,50-150人,五险;带薪病假;绩效奖金,数据分析;运营管理;维护客户关系;运营计划;安检;运营流程;监控运营数据;运营效率,
小红书运营担当-上海宝山区,1-1.3万·14薪,上海·宝山区,1年及以上,大专,上海提浜克企业管理有限公司苏州分公司,专业服务(咨询、人力资源、财会),民营,未知,,日语;广告;编辑;短视频;视频拍摄;新闻;社交媒体;后期;奖金,市场营销 运营策略
销售数据分析师/运营专员,8千-1.2万,深圳·光明区,1年及以上,本科,深圳市飞荣达科技股份有限公司,通信/电信/网络设备,已上市,10000人以上,五险一金;免费班车;通讯补贴;专业培训;节日福利;包吃包住;有薪年假,市场分析,
运营管理岗（财务方向）,10-15万/年,佛山·顺德区,3年及以上,硕士,广东顺控发展股份有限公司,政府/公共事业,已上市,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;工会福利,含早午餐,
营运高级专员,5-6千,昆山,1年及以上,本科,昆山新城吾悦商业管理有限公司,物业管理/商业中心,民营,少于50人,五险一金;带薪年假;节日福利,客户投诉;巡场;经营数据;货物陈列;市场变化;营业员管理;零售行业,销售计划
综合运营专员（英语可为工作语言）,6-8千,上海·静安区,1-3年,本科,万维检验认证集团有限公司,检测，认证,民营,150-500人,,行政;英语;自动化;人事;车辆工程;理工科;英语口语;进度管理;机械工程,
小红书运营专员（兼职/全职）,4-7千,,1年及以上,大专,微盟（深圳）电子商务管理有限公司,互联网/电子商务,民营,未知,五险一金;绩效奖金,数据分析;新媒体运营;文案撰写;公众号;账号运营;新媒体平台;文章撰写;内容生产;短视频内容,
德语运营（Amazon）,1-1.2万,上海,2年及以上,大专,上海同致汽车配件有限公司,贸易/进出口,民营,150-500人,五险一金;专业培训;周末双休;带薪年假;绩效奖金,ebay;amazon,
营运高级专员,4.2-4.5千·14薪,荆州·沙市区,3-5年,本科,荆州新城吾悦商业管理有限公司,计算机软件,外资（非欧美）,未知,五险一金;专业培训;带薪年假;节日福利;年终奖金;定期体检;通讯补贴;包吃,商户管理;现场管理;市场调研;巡场,
APP运营客服300元/天日结,300元/天,成都·青羊区,1年,大专,成都好享免网络科技有限公司,计算机软件,民营,未知,,手机app;日结,
抖店运营及售后(年底冲刺小白可做）,6-8千,苏州,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;奖金;无需坐班;日结;多劳多得;时间自由,
营运高级专员,5-6千,苏州,1年及以上,本科,新城控股集团股份有限公司,房地产,已上市,10000人以上,五险一金;年终奖金;餐饮补贴,客户投诉;巡场;经营数据;货物陈列;市场变化;营业员管理;零售行业,销售计划
营运专员（零售专员）,4.7-5.2千·13薪,成都·郫都区,3-4年,大专,成都佛罗伦萨小镇,奢侈品/收藏品/工艺品/珠宝,外资（欧美）,50-150人,培训;免费班车,店铺日常运营;品牌知识;价签管理;店铺经营;人员管理;英语沟通;服务业;微软办公软件,销售跟踪
营运专员-上海浦发时光里,6-8千,上海,1年及以上,本科,保利商旅产业发展有限公司,酒店/旅游,国企,5000-10000人,五险一金;年终奖金;餐饮补贴;定期体检;通讯补贴,办公软件;数据分析;协议签订;购物中心营运;分析营运数据,
抖店运营（接受小白）,6-8千,南京,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,培训;提成,售后;抖店;平台客服;手机打字;抖店运营;日结;多劳多得;奖金;无需坐班;时间自由,
营运经理（度假山庄）,1-1.2万,肇庆,3-5年,大专,广东腾业实业发展集团有限公司,多元化业务集团公司,民营,1000-5000人,年终奖金;专业培训;带薪年假,运营;运营管理;餐饮;客户投诉;酒店;旅游;分析运营数据;服务质量提升;服务标准,
营运副总经理,2.5-3.5万,上海,10年及以上,大专,上海振鼎鸡实业发展有限公司,餐饮业,民营,500-1000人,,运营制度;市场分析预测,
银行营运部支付服务专员,15-30万/年,上海·浦东新区,3年及以上,本科,俄罗斯外贸银行公众股份公司上海分行,银行,外资（欧美）,150-500人,五险一金;定期体检;年终奖金;带薪年假,cnaps;banking;payment;支付清算;国际结算;跨境人民币;汇款,银行
抖店运营及售后(年底冲刺小白可做）,6-8千,南京,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;奖金;无需坐班;日结;多劳多得;时间自由,
网店运营欧美市场居家有人带,8千-1万,呼和浩特·赛罕区,无需经验,,大连盛仁智能科技有限公司,互联网/电子商务,民营,50-150人,培训,远程办公;全职;居家办公;市场团队;有人带;团队氛围,
招商营运文员-广州保利广场,5-6千,广州·海珠区,1年及以上,大专,保利商旅产业发展有限公司,酒店/旅游,国企,5000-10000人,五险一金;年终奖金;定期体检;餐饮补贴;带薪年假;节日福利;双休;通讯补贴,cad;租赁;电脑;会议纪要;台账,
营运员工,3.4-3.5千·13薪,重庆·南岸区,无需经验,大专,重庆城堡影院有限公司,影视/媒体/艺术/文化传播,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;出国机会;年终奖金;带薪年假,电影行业;检票;服务行业,
抖店运营（接受小白）,6-8千,沈阳,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;无需坐班;奖金;多劳多得;日结;时间自由,
营运主管,7.5-8.5千·13薪,武汉,5年及以上,大专,丰豪物流（北京）有限公司,交通/运输/物流,民营,5000-10000人,培训,,
营运专员（双休）,4.5-5千·13薪,西安·碑林区,1年,大专,西安华清科教产业（集团）有限公司,房地产,民营,1000-5000人,五险一金;绩效奖金;年终奖金;餐饮补贴;定期体检;节日福利;员工旅游;带薪年假,现场管理;租金收取,销售管理
