职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
产品引进岗,6千-1.2万,广州·南沙区,无需经验,本科,万联证券股份有限公司,金融/投资/证券,国企,50-150人,绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;带薪年假;周末双休;节日福利;做五休二,,金融产品
北交所项目现场保代,3-4万,广州·越秀区,5年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金,团队管理;尽职调查;业务拓展;cpa;持续督导;保荐代表人;项目执行;动态管理;法律职业资格,ipo
投资顾问,1.1-1.8万,广州·天河区,1年及以上,本科,国信证券广州分公司,金融/投资/证券,国企,150-500人,带薪年假;定期体检;五险一金;周末双休;节日福利;补充公积金;绩效奖金;专业培训;有餐补,定期团建;家属慰问金,
客户经理(J13515)-重庆铜梁,2.8-5.5千,重庆,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,,
客户经理(J11534)-桂林,3-6千,桂林,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;年终奖金;定期体检,证券从业资格;基金从业资格;资产配置,金融产品销售
渠道融资岗,1.5-1.8万,上海·浦东新区,3年及以上,硕士,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;绩效奖金,经济;财会;cpa;制度建设;收益凭证;信息报送;融资规划;融资工具;资金市场,金融
客户经理(J12195)-厦门,4.5-9千,厦门,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;定期体检,理财经理,证券 客户经理 理财顾问 金融 机构客户经理 零售客户经理 销售
客户经理(J13520)-河南,2.3-4.6千,郑州,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,,
渠道融资岗,1.5-1.8万,上海·浦东新区,3年及以上,硕士,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;绩效奖金,经济;财会;cpa;制度建设;收益凭证;信息报送;融资规划;融资工具;资金市场,金融
客户经理(J12195)-厦门,4.5-9千,厦门,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;定期体检,理财经理,证券 客户经理 理财顾问 金融 机构客户经理 零售客户经理 销售
项目经理,1.5-2.5万,深圳·福田区,3年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;经济学;法学;持续督导;现场协调;保荐代表人;项目尽调;团队建设,投资银行 ipo 并购重组
互联网金融财富管理岗,2-4万,广州·天河区,3年及以上,本科,中国银河证券股份有限公司广州黄埔大道证券营业部,金融/投资/证券,民营,10000人以上,五险一金;专业培训;绩效奖金;年终奖金;补充医疗保险;带薪年假;定期体检;节日福利;员工旅游;餐饮补贴;周末双休,,
FICC风险管理岗,2.5-3.5万,广州·天河区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,计算机;经济;数学;统计;风险管理;代码开发;定价;估值;公司规模大,金融
操作风险管理岗,1.5-2.5万,广州·天河区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,计算机;经济;数学;ai;风险管理;人工智能;风控;监控;制度建设,金融
投资银行部二级部门负责人(000583),1.5-2.5万,深圳·福田区,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
证券经纪人,4-6千,武汉·洪山区,无需经验,高中,银泰证券有限责任公司,金融/投资/证券,民营,1000-5000人,,证券从业资格;展业;产品宣传材料;渠道开发维护;客户拓展服务,销售 客户开发 证券行业 研究报告 投资信息
债券投资交易岗（客需交易方向）,2.5-3.5万·24薪,上海·浦东新区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;绩效奖金;带薪年假,公司规模大;管理规范,上市公司
市场风险管理岗,2-4万,广州·天河区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,市场风险;公司规模大;管理规范,上市公司
财富经理（宁波慈溪三北西营业部）,6-8千,宁波·慈溪市,无需经验,本科,光大证券股份有限公司浙江分公司,金融/投资/证券,国企,500-1000人,五险一金;绩效奖金;通讯补贴;定期体检,,
债券销售交易岗（上海）,2-4万·24薪,上海·浦东新区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,免费班车,
财富中心总,2-3.5万,上海,5年及以上,本科,国联民生证券股份有限公司上海分公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;餐饮补贴;通讯补贴;交通补贴;补充医疗保险;带薪年假;补充公积金,,
投资顾问,8千-1.3万,上海·嘉定区,2年及以上,本科,上海证券有限责任公司,金融/投资/证券,国企,1000-5000人,补充公积金;年终奖金;绩效奖金;专业培训;交通补贴;五险一金;补充医疗保险;定期体检;节假日福利,弹性工作,
国金证券总部-机构业务总监,3-5万,上海,3年及以上,本科,国金证券股份有限公司,金融/投资/证券,民营,1000-5000人,保险;五险一金;餐饮补贴;通讯补贴;年终奖金;周末双休;绩效奖金,弹性工作,
机构业务部投资经理,1.5-3万,西安·长安区,无需经验,,华安证券股份有限公司西安西长安街证券营业部,金融/投资/证券,国企,1000-5000人,交通补贴;餐饮补贴;绩效奖金;定期体检;通讯补贴,客户资源;关系维护;机构经纪;项目拓展,
投行债券业务承做岗,1.5-3万,深圳·南山区,3年及以上,本科,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;财务;会计;尽职调查;法律;公司债;持续督导,金融 投资银行
行业研究员,1-1.5万·13薪,深圳·福田区,1-5年,硕士,深圳赞道私募证券基金管理有限公司,金融/投资/证券,民营,未知,,数据整理;数据支持;财务数据;行业研究;行业研究报告,投资策略 商业模式 投资方案 上市公司研究 研究报告撰写
量化策略研究员,1.5-3万,深圳·福田区,1年及以上,硕士,深圳市金田私募证券基金管理有限公司,金融/投资/证券,民营,少于50人,年终奖金;五险一金;周末双休;节日福利;带薪年假,交易策略;python;接口设计开发;C++;java;数据分析;全勤奖,
投资顾问（五险两金+餐补+高提成）,5千-1万,昆明·西山区,2年及以上,本科,国海证券股份有限公司云南分公司,金融/投资/证券,已上市,1000-5000人,培训;五险两金;补充医疗保险;带薪年假;年终奖金;绩效奖金;专业培训,证券从业资格;经济学;理财,金融学
债权融资业务总部-债权业务,1.5-2.5万,上海·浦东新区,2-5年,硕士,兴业证券股份有限公司,金融/投资/证券,国企,5000-10000人,五险一金,财务;会计;尽职调查;经济;法律;债券;企业债;公司债;客户开拓,金融
新媒体财富顾问,5千-1万,昆明·盘龙区,2年及以上,本科,华西证券股份有限公司昆明北京路证券营业部,金融/投资/证券,国企,1000-5000人,绩效奖金;定期体检;带薪年假;节日福利;周末双休;销售提成;六险二金;培训;提成,全勤奖;职业发展;底薪;佣金,
投资顾问,5千-1万,昆明·盘龙区,1年及以上,本科,华西证券股份有限公司昆明北京路证券营业部,金融/投资/证券,国企,1000-5000人,员工旅游;餐饮补贴;专业培训;绩效奖金;定期体检;工会福利,理财经理;六险两金;全勤奖,投资顾问 证券 客户经理
营销总监,1-2万,重庆·江北区,5年及以上,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,员工旅游;专业培训;五险一金;绩效奖金;补充医疗保险;交通补贴;餐饮补贴;年终奖金;定期体检,,
运营服务岗,1-1.2万,东莞,1年及以上,硕士,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,绩效奖金;定期体检;补充医疗保险;周末双休;带薪年假;专业培训;工会福利;五险二金;业绩提成,,
托管部估值核算岗,1-1.5万,上海·浦东新区,2年,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;年终奖金;定期体检;带薪年假;补充医疗保险,,
投资顾问/理财经理,8千-1.2万,郑州·金水区,1年,本科,中银国际证券股份有限公司郑州花园路证券营业部,金融/投资/证券,合资,50-150人,绩效奖金;节日福利;专业培训,理财;顾问;弹性工作,销售 投资
沈阳朝阳街营业部投资顾问、理财经理,6千-1.2万,沈阳,2年及以上,本科,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金,维护客户关系;开户;资金存取,营销 证券投资 金融产品 证券交易 研究报告 证券市场 证券公司
证券研究员（金融国企）,15-30万/年,长沙,2年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,,
证券研究员,1-1.2万·14薪,广州·天河区,2年及以上,本科,融捷投资控股集团有限公司,多元化业务集团公司,民营,10000人以上,,美股;日股;行业研究分析,上市公司
证券分析师/行业研究员（双休+带薪假）,6-9千·13薪,广州·番禺区,1年及以上,本科,广州柏毅企业咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;餐饮补贴;专业培训;年终奖金;定期体检,股票分析师;股票研究员;基金研究员,证券研究员
研究所实习生,3千及以下,上海,无需经验,本科,申银万国期货有限公司,金融/投资/证券,国企,500-1000人,,,
研究所-金融与量化研究部-固定收益量化研究岗G01337,1.5-3万,北京,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金;专业培训,,
证券事务主管,1-1.7万,广州·海珠区,2年及以上,本科,广东广州日报传媒股份有限公司,影视/媒体/艺术/文化传播,已上市,1000-5000人,五险一金;定期体检;带薪年假,会务;信息披露;三会组织;分析报告;财务;法律,投资者关系 金融 上市公司
证券事务专员,6-9千·14薪,徐州·铜山区,1-5年,本科,江苏云意电气股份有限公司,汽车,民营,1000-5000人,,,上市公司
证券事务专员,8千-1.2万,昆山,3年及以上,本科,明益信（江苏）智能设备有限公司,仪器仪表/工业自动化,民营,150-500人,五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;股票期权;项目奖金;专业培训,股改;三会;法律相关专业,
投资银行部项目经理（高级）(000635),1.5-2.5万,上海·浦东新区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;客户沟通;维护客户关系;客户资源;cpa;持续督导;注册会计师;团队建设,金融机构 ipo
证券投资经理,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检;节日福利,员工宿舍,
资产证券化投资VP,4-5万·16薪,北京,7年及以上,本科,上海瑞晨嘉传媒科技有限公司,外包服务,民营,少于50人,,cmbs;公募reits;房地产,资产证券化 投资 房地产投资
证券事务专员/主管,1.5-3万,上海·浦东新区,1-2年,本科,上海硅产业集团股份有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,培训,,上市公司
融资证券实习生,3.1-3.2千,常熟,无需经验,本科,智享生物（苏州）有限公司,制药/生物工程,民营,1000-5000人,,,
证券事务经理（A股&H股）(J13561),2-2.5万·14薪,深圳·南山区,5年及以上,本科,深圳市广和通无线股份有限公司,通信/电信/网络设备,已上市,1000-5000人,,,上市公司
资管研究员,18-25万/年,上海·浦东新区,3年及以上,本科,兴业期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险,数据分析;期货;基金;尽职调查;法律法规;cfa;报告撰写;frm,投资策略 期货投资分析
证券投资分析师,3-5万,上海·长宁区,5年及以上,硕士,音昱（上海）企业管理有限公司,多元化业务集团公司,外资（非欧美）,500-1000人,五险一金,计算机;数据库;数据分析;excel;经济;数学;ai;资产配置;英文;跨国企业,金融 上市公司
证券事务岗(J13900),1-1.5万,绵阳·涪城区,3年及以上,本科,四川九洲投资控股集团有限公司,电子技术/半导体/集成电路,国企,10000人以上,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;通讯补贴;交通补贴;节日福利;补充医疗保险,,上市公司
上市办主任/证券代表,1.2-2万,南京·溧水区,5年及以上,本科,江苏冠军科技集团股份有限公司,石油/化工/矿产/地质,民营,150-500人,五险一金,会计;尽职调查;法律;关系维护;并购;信息披露;文档整理;上市企业,金融 投融资 资本市场 上市公司
期货研究员,18-25万/年,上海·浦东新区,3年及以上,本科,兴业期货有限公司,金融/投资/证券,国企,150-500人,培训;五险一金,期货从业资格;风险管理;研究框架;宏观政策;产业链调研,金融行业 金融衍生品 路演 研究报告
宏观研究员,2-3.5万,上海·普陀区,3年及以上,硕士,上海中贸投资有限公司,金融/投资/证券,民营,50-150人,,政策研究;货币政策;大类资产;商品期货,证券
研究总监,1.5-2万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,,上市公司
行业研究员（中小市值方向）,1-2万,广州·天河区,2年及以上,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训,CPA;CFA;股票;基金;公司研究;数据分析;盈利预测,证券 金融 二级市场
投资研究员/股票研究员,10-20万/年,深圳·宝安区,3-4年,本科,深圳市中泰安投资有限公司,金融/投资/证券,民营,少于50人,,股票研究;股票交易,金融投资分析
金融研究员（银行、保险方向）,1-2万,深圳·南山区,2年及以上,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,保险;保险行业;绩效奖金;年终奖金;专业培训,经济;市场动态;报告撰写,金融 银行 金融行业 研究报告
FOF研究员,8千-1万,深圳·福田区,3年及以上,硕士,安信基金管理有限责任公司,金融/投资/证券,国企,150-500人,,数据分析;产品设计;ai;数据整理;编程软件;量化策略;数理统计;量化研究,金融投资 投资管理 上市公司
能源化工研究员,8千-1.6万,上海·浦东新区,2年,硕士,恒泰期货股份有限公司,金融/投资/证券,国企,50-150人,五险一金;定期体检;餐饮补贴,能化研究;业务拓展,
高级研究员（基金经理）,2-3万·13薪,珠海,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,数据分析;期货;基金;股票;理财;外汇,证券 证券分析师
金融期货研究员,1.6-3.2万,上海·浦东新区,2年及以上,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检,计算机;编程;数学;编程语言;建模;股指期货;期权,金融 金融机构 金融衍生品
研究员,1.5-2万·14薪,上海·浦东新区,3年及以上,本科,上海神凯投资管理有限公司,贸易/进出口,民营,少于50人,五险一金;绩效奖金;专业培训;员工旅游;餐饮补贴;带薪年假;周末双休,研究交易;策略;有色金属;新能源金属,
高级研究员（基金经理）,25-50万/年,,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,基金;期货;数据分析;外汇;理财;股票;高级研究员,证券
研究部研究员,2-3万,上海,1年及以上,硕士,泰信基金管理有限公司,金融/投资/证券,国企,50-150人,,研究,投资建议
金融期货研究员,1.6-3.2万,北京,2年及以上,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检,计算机;编程;数学;编程语言;建模;股指期货;期权,金融 金融机构 金融衍生品
期货研究员,1-2万,上海·浦东新区,3年及以上,硕士,山东港信期货有限公司,金融/投资/证券,国企,50-150人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;餐饮补贴,数学;经济;农产品;能源化工;有色金属,金融
黑色研究员,1.5-2.5万,北京,3-4年,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检;周末双休;节日福利,,
期货研究员,1-1.8万·13薪,上海·浦东新区,2年及以上,硕士,渤海期货股份有限公司,金融/投资/证券,民营,150-500人,周末双休;培训;意外险,期货;经济学;基本面研究;课题研究;数据库维护;策略报告;数据分析软件,路演 研究报告
有色金属研究员,1.1-2.2万,上海·浦东新区,2年及以上,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,培训讲师;五险一金;年终奖金;定期体检,套利;事件点评;年度报告;套保;有色金属;行情信息,投资策略报告
黑色研究员,1.5-2.5万,上海·浦东新区,3-4年,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检;周末双休;节日福利,,
投资发展专员丨行业研究员,1-1.8万,深圳·南山区,2年及以上,硕士,深圳康泰生物制品股份有限公司,制药/生物工程,民营,1000-5000人,,行业研究员;PE;VC;收购并购;投后管理;基金管理,投资发展主管 投资发展经理 行业分析 投资分析 证券分析
新兴行业消费研究员,6千-1.2万,成都·高新区,1年及以上,硕士,成都锦悦恒瑞私募基金有限公司,金融/投资/证券,民营,少于50人,专业培训;五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;出国机会;定期体检,,研究报告 跟踪行业政策 上市公司
行业研究助理（固定双休）,6千-1万,佛山·南海区,1年,大专,广东盛金企业投资有限公司,金融/投资/证券,民营,少于50人,员工旅游;出国机会;专业培训;绩效奖金;年终奖金;股票期权,分析;研究;数据;弹性工作,金融
研究所华东区高级销售经理/销售经理/销售助理(000594),1.5-2.5万,上海·浦东新区,2年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;维护客户关系;维护;客户档案;投研;客户信息,营销 客户服务 管理客户关系
新三板、北交所行业/策略研究员(J12381),8千-1.2万,天津·南开区,3年,硕士,渤海证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
宏观研究员(J10512),1.3-2.6万,上海·浦东新区,2年及以上,硕士,国联民生证券股份有限公司,计算机软件,外资（欧美）,50-150人,,,
客户经理,5-8千,广州·黄埔区,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;定期体检;绩效奖金,,理财顾问 销售人员 客户经理 金融产品销售 投资顾问
机构业务总部营销管理处处长,3-4万·16薪,上海·浦东新区,5年及以上,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队建设,营销 客户开发 金融行业 营销管理 金融产品 营销计划 营销体系建设 营销发展战略
风险管理员,1.2-2万,深圳·南山区,3年及以上,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;风险管理;风险识别;政策制定,金融
创新岗,1.2-1.5万,北京·海淀区,2年及以上,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训;有餐补;通讯补贴,,
交易岗（2026届校园招聘）,8千-1万,北京·海淀区,无需经验,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金,办公软件;期货;经济;统计;股票;法律法规;市场信息;债券,金融 金融产品
自营交易员实习生,3千及以下,北京·海淀区,无需经验,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金,办公软件;经济;统计;市场信息;报表制作;交易数据;头寸管理;整理数据,金融 金融软件
销售交易岗,9千-1.1万,北京·海淀区,1-2年,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;通讯补贴;补充公积金,管理;经济;数学;法律;cfa;cpa;债券市场;开拓客户资源,金融 销售交易
投资银行部二级部门负责人(000583),1.5-2.5万,南昌·红谷滩区,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
量化风险分析岗,1.5-3万,广州·天河区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,计算机;数据分析;c++;编程;数学;统计;matlab;编程语言;风险管理,金融
理财顾问,1-1.5万,武汉·武昌区,5-7年,本科,中国银河证券股份有限公司武汉武珞路证券营业部,金融/投资/证券,国企,50-150人,,证券从业资格;客户资源;工商管理,理财顾问
债券投资经理(J10481),1.4-2.5万,上海·浦东新区,2年及以上,硕士,国联民生证券股份有限公司,计算机软件,外资（欧美）,50-150人,,现券交易,
财富顾问,4.8-9.6千,武汉·江岸区,1年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;年终奖金;通讯补贴;周末双休;绩效奖金;高温补贴,,
公募产品经理,1.5-2.5万,上海,3年及以上,硕士,联储证券股份有限公司,金融/投资/证券,民营,1000-5000人,,经济;公募基金;业务管理;产品分析;产品筛选;基金从业资格,金融 证券
固定收益部——大类资产配置投资经理,2.8-4.5万·20薪,深圳·南山区,5年及以上,硕士,联储证券股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;补充公积金,计算机;数据分析;证券从业资格;经济;数学;统计;建模,金融 投资 金融工程 上市公司
计算机行业研究员/研究助理,1.5-2.5万,上海,2年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,通讯补贴;餐饮补贴;交通补贴,证券从业资格;调研;深度报告;电话会议;分析师;佣金,路演 证券投资咨询 上市公司
渠道经理,8千-1.5万,上海·黄浦区,1年,本科,招商证券股份有限公司上海徐汇区云锦路证券营业部,金融/投资/证券,国企,5000-10000人,交通补贴;绩效奖金;通讯补贴;餐饮补贴;年终奖金;员工旅游;高温补贴;专业培训,,
综合财富管理投资顾问(J14968),,上海·静安区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,,,上市公司
证券金融部交易策略岗,8千-1.5万,哈尔滨·松北区,1年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;专业培训;定期体检;周末双休,证券从业资格;融资融券;cfa;期权;交易策略;两融;期权交易,金融
哈尔滨世茂大道营业部理财经理,6千-1.2万,哈尔滨·松北区,无需经验,本科,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金,维护客户关系;开户;资金存取,营销 证券投资 金融产品 证券交易 研究报告 证券市场 证券公司
投顾业务部互联网投资顾问岗,1.5-2.5万,深圳·南山区,2年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;年终奖金,讲师;主播;私域直播,投资顾问 投资方法 投资理念 证券
投顾业务部投顾业务运营岗,1-2万,深圳·南山区,2年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;年终奖金;定期体检;专业培训,,
证券事务专员,6千-1万·15薪,株洲·石峰区,2年及以上,本科,潍柴火炬科技股份有限公司,计算机软件,民营,未知,五险一金;定期体检;年终奖金;绩效奖金;专业培训;餐饮补贴;带薪年假;节日福利;周末双休,,
固定收益部研究员,8千-1万,北京·西城区,2年及以上,硕士,安信基金管理有限责任公司,金融/投资/证券,国企,150-500人,,财务;数学;统计;英文;cfa;cpa;债券市场;宏观政策,金融工程 投资策略
研究员(undefined),1-2万·13薪,上海,3年及以上,硕士,新湖期货股份有限公司,金融/投资/证券,民营,500-1000人,内部培训;五险一金;补充医疗保险;补充公积金;员工旅游;绩效奖金;年终奖金;定期体检;培训;带薪年假;带薪病假,,
产业研究分析师,2-2.2万,上海·浦东新区,8年,本科,浦赢建和（上海）资产管理有限公司,金融/投资/证券,外资（非欧美）,500-1000人,,数据分析;excel;word;ppt;管理学;经济学;业务拓展;信息收集;医疗,战略规划
金融理财顾问,5千-1万,上海,1年,本科,东莞证券股份有限公司上海广东路证券营业部,金融/投资/证券,国企,少于50人,五险一金;补充医疗保险;补充公积金,,
证券交易员,5千-1万,苏州,3年及以上,本科,苏州哈基椰咨询服务有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金,包住,
股票分析师（非银）,1.5-2万,上海,1年,硕士,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;通讯补贴;补充医疗保险;定期体检,证券从业资格;私募;分析报告;管理规范,投资机会 证券
股票分析师（食品饮料行业分析师）,1.5-2万,上海,2年及以上,硕士,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,保险;五险一金,证券从业资格;财务;会计;税务;食品行业;调味品;分析报告;乳制品;行业研究;休闲食品,
总量协同小组助理-劳务派遣,5-8千·14薪,上海,无需经验,本科,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,,,
党群工作助理-劳务派遣,5-6千,上海,3年及以上,本科,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,培训,管理;统计;党建;财经;宣传教育;办公工具;意识形态;政法,金融
股票分析师（食品饮料行业分析师）,1.5-2万,上海,2年及以上,硕士,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,保险;五险一金,证券从业资格;财务;会计;税务;食品行业;调味品;分析报告;乳制品;行业研究;休闲食品,
股票分析师（医药）,1.5-2.5万,上海,2年及以上,硕士,上海申银万国证券研究所有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;通讯补贴;补充医疗保险,证券从业资格;财务;医药行业;咨询;分析报告;医药产业,投资机会
投融资经理,1-1.8万,杭州·富阳区,3-8年,本科,杭州光学精密机械研究所,教育/培训/院校,事业单位,150-500人,五险一金;带薪年假;年终奖金,证券从业资格;谈判;ppt;会计;尽职调查;经济;关系维护;cfa,金融 投资
研究所质控岗,1.2-2万,上海·浦东新区,3年及以上,硕士,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,培训,办公软件;管理;excel;ppt;经济;法律;质量控制;质量审核,金融
资产管理部宏观利率研究员,1.3-2.5万,上海·浦东新区,3年及以上,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险,编程;市场信息;数据支持;货币政策;计量;监管政策;财政政策,投资建议 宏观经济数据
自营分公司债券与衍生产品业务部-固收量化研究员,,上海·浦东新区,2年及以上,硕士,兴业证券股份有限公司,金融/投资/证券,国企,5000-10000人,,计算机;统计分析;建模;固定收益;数据;固收;估值;可视化;数理统计,量化投资
招商证券财富顾问,2.5-2.9万,上海·宝山区,2年及以上,硕士,招商证券股份有限公司上海牡丹江路证券营业部,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,,
证券承销岗(007704),1.5-2.5万,深圳·南山区,1年及以上,硕士,五矿证券有限公司,金融/投资/证券,国企,1000-5000人,带薪年假;周末双休;五险一金;定期体检;专业培训;年终奖金;通讯补贴,采矿;矿业;选矿;勘探;矿山地质,金融
战新产业组证券承销岗(007972),1.3-2.5万,北京·东城区,3年及以上,硕士,五矿证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;专业培训;带薪年假;节日福利,战略新兴产业;投行;管理规范,
研究创新部-质控岗,1.5-2.5万,上海·浦东新区,2年及以上,硕士,华宝证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;定期体检;年终奖金;带薪年假;节日福利;餐饮补贴;交通补贴,证券从业资格;质量控制;数据统计,证券公司
医药组研究员,1-1.5万,上海·浦东新区,1-3年,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,,药学;证券从业资格;医学;生物学;券商研究所;会议活动;行业报告;医药生物行业,路演 研究报告 上市公司
研究创新部-私募基金研究员,1.5-2.5万,上海·浦东新区,3年及以上,硕士,华宝证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;定期体检;餐饮补贴;通讯补贴;交通补贴;带薪年假;补充公积金;做五休二;企业年金,,
电子组研究员,1-1.5万,上海·浦东新区,1-3年,硕士,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,保险;培训;五险一金,计算机;管理;电子;机械;通信;经济;材料;财会;职业发展,金融 路演 上市公司
