职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
银行客户经理（行编）,15-30万/年,苏州,2年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,保险,基金;经济;基金从业,市场营销 金融 银行 金融产品 证券从业 商业银行
支行外拓客户经理（可正编）,8千-1.3万,上海,1-5年,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,培训;五险一金;补充医疗保险;带薪年假;带薪病假;项目奖金,业务拓展;信用卡;零售贷款;借记卡,营销落地
客户经理岗（常州）(010781),6千-1.2万,常州·新北区,1年,本科,中信银行信用卡中心,银行,国企,500-1000人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（南宁）(010743),8千-1.5万,南宁,1年,本科,中信银行信用卡中心南宁分中心,银行,国企,50-150人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（南昌）(011650),8千-1.5万,南昌·红谷滩区,1年,本科,中信银行信用卡中心南昌分中心,银行,国企,150-500人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
客户经理（台州分行）,1-2万,台州,无需经验,大专,浙江泰隆商业银行股份有限公司台州分行,银行,民营,5000-10000人,绩效奖金;专业培训,经济;财会;收集客户信息;资产保全;客户资信调查,营销 营销计划 客户营销 金融营销
招聘专员（银行或英语经验优先）,5-8千,西安·雁塔区,2年及以上,大专,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,五险一金,办公软件;招聘渠道;文案撰写;筛选简历;团队搭建;招聘流程;人才招聘;员工入职;推荐候选人;发布招聘,
成都分行顺城支行个贷客户经理（自营）,20-40万/年,成都·青羊区,1年及以上,本科,平安银行股份有限公司成都分行,银行,已上市,500-1000人,工会福利,风险管理;场景获客;客户开拓维护;普惠;综合服务;零售贷款;对公;奖金,营销 产品营销 银行信贷
客户经理岗（昆明）(010485),5千-1万,昆明·西山区,1年,本科,中信银行信用卡中心昆明分中心,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（南昌）(010742),8千-1.5万,南昌·红谷滩区,1年,本科,中信银行信用卡中心南昌分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
广州/银行信用卡分期客服岗,5千-1万,广州·越秀区,无需经验,中技/中专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;下午茶;带薪年假;提成,多劳多得;大小周;奖金;法定节假;节假日;底薪;上不封顶;生日会;聚餐,
民生银行信用卡逾期提醒,8千-1.3万,成都·龙泉驿区,无需经验,大专,鸿泰鼎石资产管理有限责任公司,金融/投资/证券,民营,1000-5000人,五险一金;带薪年假;带薪病假;年终奖金;绩效奖金;专业培训;定期体检,电脑;客户沟通;维护客户关系;催收,
客户经理岗（郑州）(011587),8千-1.5万,郑州·金水区,1年,本科,中信银行信用卡中心郑州分中心,银行,国企,150-500人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
银行保安五险一金狮山,3千及以下,佛山·南海区,1-3年,,佛山市银泰商务服务有限公司,外包服务,民营,500-1000人,五险一金;年终奖;节日福利;高温补贴;专业培训;五险;餐补;购买五险,月休4天;加班费;坐岗;秩序维护;保安证,
银行保函专员,6千-1.2万,昆明,无需经验,大专,云南吉信工程保函代理服务有限公司,金融/投资/证券,民营,少于50人,餐饮补贴;通讯补贴;专业培训;年终奖金;绩效奖金;五险一金,,
客户经理岗（襄阳）(010767),8千-1.5万,襄阳·襄城区,1年,本科,中信银行信用卡中心襄阳分中心,银行,国企,500-1000人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（贵阳）(011658),8千-1.5万,贵阳,1年,本科,中信银行信用卡中心贵阳分中心,银行,国企,150-500人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
客户经理岗（银川）(010748),8千-1.5万,银川,1年,本科,中信银行信用卡中心银川分中心,银行,国企,500-1000人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（襄阳）(011665),8千-1.5万,襄阳,1年,本科,中信银行信用卡中心襄阳分中心,银行,国企,500-1000人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
民生银行信用卡逾期提醒,8千-1.3万,成都·龙泉驿区,无需经验,大专,鸿泰鼎石资产管理有限责任公司,金融/投资/证券,民营,1000-5000人,五险一金;带薪年假;带薪病假;年终奖金;绩效奖金;专业培训;定期体检,电脑;客户沟通;维护客户关系;催收,
客户经理岗（长春）(011554),8千-1.5万,长春·南关区,1年,本科,中信银行信用卡中心长春分中心,银行,国企,150-500人,五险一金;年终奖金;定期体检;餐饮补贴;通讯补贴;洗衣福利;过节费,生日卡,
客户经理岗（兰州）(010753),8千-1.5万,兰州,1年,本科,中信银行信用卡中心兰州分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（哈尔滨）(011559),8千-1.5万,哈尔滨·松北区,1年,本科,中信银行信用卡中心哈尔滨分中心,银行,国企,50-150人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
浦发银行营销辅助岗（松江区）,7-8千,上海·松江区,无需经验,本科,上海财安金融服务集团股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;餐饮补贴;带薪年假;年终奖金;周末双休,,银行 营销辅助 客户经理
客户经理岗（昆明）(010485),5千-1万,昆明·西山区,1年,本科,中信银行信用卡中心昆明分中心,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（兰州）(011655),8千-1.5万,兰州·城关区,1年,本科,中信银行信用卡中心兰州分中心,银行,国企,150-500人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
投资经理（银行）,1.5-2.5万,北京·朝阳区,3年及以上,本科,猎创企聘（四川）科技有限公司,贸易/进出口,民营,未知,五险一金,尽职调查;后期服务;行业研究;投行;新能源;智能制造;行业研究报告,股权投资 投资建议书 投资方案
客户经理岗（广州）(010477),8千-1.6万,广州·天河区,1年,本科,中信银行信用卡中心广州分中心,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
银行保安五险一金狮山,3千及以下,佛山·南海区,1-3年,,佛山市银泰商务服务有限公司,外包服务,民营,500-1000人,五险一金;年终奖;节日福利;高温补贴;专业培训;五险;餐补;购买五险,月休4天;加班费;坐岗;秩序维护;保安证,
客户经理岗（上海）(011597),8千-1.5万,上海·浦东新区,1年,本科,中信银行信用卡中心上海分中心,银行,国企,150-500人,绩效奖金;五险一金;年终奖金;定期体检;通讯补贴;节日福利;带薪年假;餐补,,
急聘-银行个贷客户经理-广州天河区-可达10-40K/月,1-2万,广州·天河区,1年及以上,本科,湖南仕通人合信息科技有限公司,专业服务(咨询、人力资源、财会),民营,未知,,方案设计;经济;业务拓展;开发潜在客户;贷款申请,市场营销 金融 银行 金融产品 客户关系维护
客户经理岗（贵阳）(010756),8千-1.5万,贵阳·观山湖区,1年,本科,中信银行信用卡中心贵阳分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（大连）(010772),8千-1.5万,大连,1年,本科,中信银行信用卡中心大连分中心,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（合肥）(011598),8千-1.5万,合肥·包河区,1年,本科,中信银行信用卡中心合肥分中心,银行,国企,150-500人,绩效奖金;五险一金;年终奖金;员工旅游;定期体检;餐饮补贴;通讯补贴,,
个贷客户经理,8千-1.6万,西安,1年及以上,本科,平安银行股份有限公司西安分行,银行,民营,1000-5000人,五险一金;绩效奖金;定期体检;补充医疗保险;带薪年假;高温补贴;企业年金,零售贷款;对公信贷;普惠,
客户经理岗（哈尔滨）(011251),8千-1.5万,哈尔滨·南岗区,1年,本科,中信银行信用卡中心哈尔滨分中心,银行,国企,50-150人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,
客户经理岗（哈尔滨）(011251),8千-1.5万,哈尔滨·南岗区,1年,本科,中信银行信用卡中心哈尔滨分中心,银行,国企,50-150人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,
客户经理岗（兰州）(010753),8千-1.5万,兰州,1年,本科,中信银行信用卡中心兰州分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
客户经理岗（长春）(011554),8千-1.5万,长春·南关区,1年,本科,中信银行信用卡中心长春分中心,银行,国企,150-500人,五险一金;年终奖金;定期体检;餐饮补贴;通讯补贴;洗衣福利;过节费,生日卡,
银行维护专员,6千-1万,常州·武进区,无需经验,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,五险一金;带薪年假;系统培训;周末双休,商户巡检;商户维护工作;人性化;上市企业;节假日,不营销
客户经理岗（合肥）(011598),8千-1.5万,合肥·包河区,1年,本科,中信银行信用卡中心合肥分中心,银行,国企,150-500人,绩效奖金;五险一金;年终奖金;员工旅游;定期体检;餐饮补贴;通讯补贴,,
客户经理岗（深圳）(010479),8千-1.5万,深圳·罗湖区,1年,本科,中信银行信用卡中心深圳分中心,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,金融
银行逾期通知+高薪+包住,6-8千,长沙·开福区,无需经验,高中,东莞市易顺经济信息咨询有限公司湖南分公司,专业服务(咨询、人力资源、财会),民营,50-150人,年终奖,还款;电话转接;电脑打字;旅游;包住;工作轻松;可晋升;底薪;月度奖金;公司活动;节假日;高薪,
客户经理岗（兰州）(011655),8千-1.5万,兰州·城关区,1年,本科,中信银行信用卡中心兰州分中心,银行,国企,150-500人,,产品推广;信用卡;风险防控;前端风险防范,客户服务 金融产品 客户关系维护 商业银行 信用卡营销 创新营销
客户经理岗（长春）(011254),8千-1.5万,长春·经济技术开发区,1年,本科,中信银行信用卡中心长春分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,
底薪8000银行审核专员,1.3-1.8万·13薪,上海·浦东新区,无需经验,大专,上海课实电子科技有限公司,金融/投资/证券,民营,未知,社保;带薪年假;带薪培训;公司福利;培训,客户资质;奖金;公平公正;节日礼品;晋升机会;底薪;节假日;法定节假,
广州分行个贷客户经理,1.5-1.9万,广州·天河区,1年,本科,平安银行股份有限公司广州分行,金融/投资/证券,已上市,1000-5000人,五险一金;带薪年假;节日福利;定期体检,个贷;市场开拓;客户经营;维护客户关系,市场营销 消费金融
客户经理岗（沈阳）(010493),6千-1.2万,沈阳·和平区,1年,本科,中信银行信用卡中心沈阳分中心,银行,国企,150-500人,五险一金;餐饮补贴;通讯补贴;年终奖金;绩效奖金;定期体检;专业培训,,
支付宝网商银行线下核额员招募,1-2万,聊城,无需经验,高中,聊城开发区富创商贸中心,生活服务,民营,少于50人,,,
直招两个后台处理 6800 银行,5-9千,成都·青羊区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;单双休;带薪培训;不加班;培训,工作稳定;无需外出;宿舍;上不封顶;提供宿舍;报销路费;行政班,
早9晚5.30+无责3000-4000+银行客服专员,4-8千,徐州,无需经验,高中,徐州百灵鸟信息咨询服务有限公司,金融/投资/证券,民营,少于50人,员工旅游;通讯补贴;专业培训;绩效奖金;年终奖金,邀约客户,电话销售
支付宝网商银行外勤经理,1.3-1.7万,厦门·海沧区,无需经验,,沈阳峻博传媒有限公司,互联网/电子商务,民营,少于50人,,,
支行网点经理（发卡方向）,8千-1.4万,武汉·武昌区,无需经验,本科,兴业银行股份有限公司武汉分行,金融/投资/证券,民营,未知,业务培训;工会福利;定期体检,客服;信用卡;电销;实战演练;外拓;外拓计划;分流引导客户,营销 营销技巧
[农行信用卡分期客服（内招/法休/10-18K],1-1.5万,石家庄,1年及以上,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险;节日福利;培训;入职培训;提成;管理培训,发展空间;氛围好;底薪;上不封顶;食堂,
银行客服,6-9千·13薪,武汉,1-3年,大专,中智湖北经济技术合作有限公司,专业服务(咨询、人力资源、财会),国企,50-150人,节日福利;五险;五险一金;双休;补充公积金;年终奖金;培训;高提成,底薪;节假日;上不封顶;高薪;法定节假,
金融助贷主管（可带团队）,8千-1.6万,苏州·苏州工业园区,无需经验,,苏州忻辰褀网络科技有限公司,金融/投资/证券,民营,50-150人,带薪年假;下午茶;提成,档案材料管理;无责底薪;节假日;每月团建,
银行增值服务受理 7000 须大专,5-7千,成都,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,带薪休假;生日福利;五险一金;节日福利;社保;餐补;补贴;培训;生活补贴,早九晚六;晋升;工作稳定;晋升机会,
小微贷款事业部-常州小微客户经理,8千-1.5万,常州,无需经验,本科,江苏江南农村商业银行股份有限公司,银行,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;交通补贴;餐饮补贴;通讯补贴;专业培训,信贷;客户拓展;贷后管理,营销
普惠客户经理,20-30万/年,重庆,3-4年,本科,平安银行股份有限公司重庆分行,银行,民营,未知,培训;绩效奖金;年终奖金;五险一金;补充医疗保险;餐饮补贴;专业培训;定期体检,,银行
小微团队团队长（广州番禺）,,广州·番禺区,2年及以上,本科,广东顺德农村商业银行股份有限公司,银行,民营,未知,,,
成都分行个贷客户经理,15-30万/年,成都·高新区,2年及以上,本科,平安银行股份有限公司成都分行,银行,已上市,500-1000人,五险一金;绩效奖金;带薪年假;补充医疗保险;餐补,客户经营,银行信贷 消费金融
小微贷款事业部-苏州大市小微客户经理,8千-1.5万,苏州,无需经验,本科,江苏江南农村商业银行股份有限公司,银行,国企,1000-5000人,五险一金;节日福利;餐饮补贴;通讯补贴;交通补贴,信贷;客户拓展;贷后管理,营销
银行不良贷款逾期提醒（高薪+五险一金）,7千-1.4万,宁波,无需经验,大专,深圳万融盛世企业管理咨询有限公司宁波分公司,银行,民营,少于50人,五险一金;节日福利;专业培训;岗位补贴;绩效提成,电脑;沟通谈判;征信;定期团建;高薪;上不封顶,
8900 企业/房产 贷资核实 需大专,7千-1.2万,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,双休;下午茶;带薪培训;五险一金;福利多多,后台;线上处理;团建;行政班;法定节假;节假日,
腾讯微众银行客服（非销售）岗,7-9千,深圳·南山区,1年及以上,大专,深圳市鹏劳人力资源管理有限公司,专业服务(咨询、人力资源、财会),国企,10000人以上,五险一金;员工旅游;餐饮补贴;通讯补贴;高温补贴;周末双休;定期体检;节日福利,,
小微贷款事业部-赣榆小微客户经理,8千-1.5万,连云港·赣榆区,无需经验,本科,江苏江南农村商业银行股份有限公司,银行,国企,1000-5000人,五险一金;节日福利;餐饮补贴;通讯补贴;交通补贴,信贷;客户拓展;贷后管理,营销
银行客户经理助理,4-6千,武汉,无需经验,大专,湖北腾飞人才股份有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,保险;五险一金;缴纳五险,推广;宣传;基金;信托;经济;就近安排,销售 金融 活动策划 银行
银行市场专员,6千-1万,常州,无需经验,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,系统培训;五险一金;晋升空间;假日福利,营业执照;征信;经营性贷款;上市企业;上不封顶;早九晚六,银行 金融行业
热线专员 银行专员 25届,6-8千,深圳·福田区,无需经验,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,年终奖;社保;五险一金,免费班车;免费体检;员工食堂;食堂;免费工服;岗位津贴;月休8天;年度体检;公积金,
大堂经理--南油支行,6-7千,深圳,无需经验,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;带薪年假;节日福利;专业培训;绩效奖金;年终奖金,处理客户投诉;引导取号;业务解释;指导填单;弹性工作,
银行审核专员,5千-1万,昆明·官渡区,无需经验,大专,云南随享乐信息咨询有限公司,通信/电信运营、增值服务,民营,150-500人,带薪休假;不加班;提成,客户资源;融资方案;对接;奖金;早九晚六;法定节假;节假日;底薪,金融贷款
华夏银行信用卡客户经理,6千-1.2万,武汉·江汉区,1年及以上,大专,华夏银行股份有限公司武汉分行,银行,国企,10000人以上,五险一金;年终奖;带薪休假;培训;高提成,推广;信用卡;发卡;职业晋升;高薪;底薪;晋升通道,销售
银行后台岗 贷后专员,7-9千,深圳·南山区,无需经验,大专,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,社保;带薪年假,办公软件;数据分析;excel;电话外呼;识别客户风险;还款提醒;贷后客服;风险解决方案,销售 银行
某商业银行客户经理岗（信用卡部）,5-9千,上海·闵行区,1年及以上,本科,上海财安金融服务集团股份有限公司,金融/投资/证券,民营,1000-5000人,,客服;经济;信用卡,销售 房地产销售 市场营销 金融 汽车销售 快消品销售
双休省联社客服+入职五险一金+年终奖,4-7千,武汉·武昌区,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,年终奖;五险一金;双休;带薪培训;节假日福利;周末双休;年终奖金,员工食堂;快速晋升;生日礼物;办公软件,金融
分行驻点客户经理,7-8千,海口·龙华区,1年及以上,本科,兴业银行股份有限公司海口分行,银行,已上市,150-500人,五险一金;定期体检;餐饮补贴,信用卡,银行
银行贷后外呼客服,8千-1万,深圳·南山区,无需经验,大专,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪年假;年终奖;绩效奖金;社保;周末双休;过节费,免费班车;加班费;六险一金;年度奖金;公积金;免费工服,
江门分行个贷客户经理,1-2万,广州·天河区,1年及以上,本科,平安银行股份有限公司广州分行,金融/投资/证券,已上市,1000-5000人,,维护客户关系;市场开拓;客户经营;防范业务风险,消费金融
银行大堂服务岗（佛山五区就近安排）,4-6千,佛山·顺德区,无需经验,本科,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;节日福利,推广;客户咨询;宣传资料;客户填单;节假日;就近安排;法定节假;员工活动;晋升,
个贷客户经理,10-15万/年,东莞·南城区,1年及以上,本科,珠海华润银行股份有限公司,银行,国企,1000-5000人,绩效奖金;午餐补助;定期体检;五险一金,个人贷款;贷前调查;贷后管理;客户维护;岗位晋升,银行零售 营销拓展
投资银行部项目经理（高级）(000635),1.5-2.5万,上海·浦东新区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;客户沟通;维护客户关系;客户资源;cpa;持续督导;注册会计师;团队建设,金融机构 ipo
对公专员 银行专员 双休,7-8千,深圳·福田区,无需经验,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,社保;周末双休;双休;年终奖;年假,疑难问题处理;免费班车;免费体检;津贴;六险一金,金融 银行 网上银行
浦发银行营销辅助岗（宝山区）,7-8千,上海·宝山区,无需经验,本科,上海财安金融服务集团股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;餐饮补贴;带薪年假;年终奖金;周末双休,,银行 营销辅助 客户经理
信用卡销售-邮储广州市行,8千-1.6万,广州,1年及以上,大专,广东信源集团有限公司广州人力资源分公司,专业服务(咨询、人力资源、财会),国企,500-1000人,五险一金;节日福利,推广;风险控制;信用卡;客户投诉处理;发卡,销售 营销 营销推广 电话营销 驻点营销
个贷客户经理岗,7-10万/年,惠州,1年,大专,珠海华润银行股份有限公司,银行,国企,1000-5000人,带薪年假;五险一金;绩效奖金,风险防范;合规检查;业务开拓;贷后管理,营销 客户关系管理 金融政策法规
银行内部风控信贷电核文职,7-9千,深圳·南山区,1年,本科,深圳市招联人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,周末双休;五险一金;带薪年假;绩效奖金;节日福利;专业培训;通讯补贴;高温补贴,免费班车;员工食堂;全勤奖,
银行押运员,4-6千,北京·大兴区,无需经验,,北京振远护卫有限公司,交通/运输/物流,国企,10000人以上,五险一金;专业培训;高温补贴;节日福利,月休4天;包三餐;包住宿;住房公积金,
私人银行客户经理,18-36万/年,福州·台江区,1年,本科,渤海银行股份有限公司福州分行,银行,国企,150-500人,五险一金;补充医疗保险;补充公积金;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金,,私人银行
金融专员 银行顾问 双休 餐厅,7千-1.1万,深圳·龙岗区,1年及以上,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;周末双休;商业保险,基金从业;经济;客户经营;职业发展;标准化服务,金融 客户服务 综合金融服务
公司银行客户经理,1-1.8万,嘉兴,2年,本科,宁波银行股份有限公司嘉兴分行,金融/投资/证券,已上市,10000人以上,节日福利;生日福利;周末双休;高温补贴;五险一金,包三餐,
底薪1W招银行内部授信岗,1.5-3万,深圳·南山区,1年及以上,大专,深圳市招联人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,员工旅游;五险一金;高温补贴;年终奖;带薪年假;节日补贴;过节费;补贴,免费体检;大小周;底薪;法定节假,
零售银行客户经理,8千-1.6万,泉州,2年,本科,渤海银行股份有限公司福州分行,银行,国企,150-500人,五险一金;绩效奖金;专业培训;定期体检;补充医疗保险;餐饮补贴;带薪年假,信用卡;信贷;理财,销售 银行
银行信用卡催收主管,1.1-1.8万,成都·龙泉驿区,1年及以上,本科,鸿泰鼎石资产管理有限责任公司,金融/投资/证券,民营,1000-5000人,员工业务培训;培训;五险一金;带薪年假,人才培养;团队文化建设;现场运营;行业管理;事务管理;催收;业务推进,
信用卡营销经理岗,1-2万,郑州·郑东新区,无需经验,大专,中国光大银行股份有限公司郑州分行,金融/投资/证券,国企,未知,带薪年假;缴纳五险,招聘;入职;任职回避;发放工资;获客;员工行为管理;绑卡;离职证明;劳动合同;兼职,
柜面服务岗,8千-1.6万,广州,无需经验,本科,中国建设银行股份有限公司广东省分行,银行,民营,10000人以上,,,
乐山分行个贷客户经理（自营）,20-40万/年,乐山,1年及以上,本科,平安银行股份有限公司成都分行,银行,已上市,500-1000人,五险一金,普惠;贷前调查;贷后管理;零售贷款;场景获客;渠道获客;客户开拓维护,营销 银行信贷 金融业务拓展
银行贷后外呼客服,8千-1万,深圳·南山区,无需经验,大专,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪年假;年终奖;绩效奖金;社保;周末双休;过节费;免费班车;加班费;六险一金;年度奖金;公积金;免费工服,,
底薪1W招银行内部授信岗,1.5-3万,深圳·南山区,1年及以上,大专,深圳市招联人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,员工旅游;五险一金;高温补贴;年终奖;带薪年假;节日补贴;过节费;补贴;免费体检;大小周;底薪;法定节假,,
银行客服专员/周末双休,4-6千,广州·越秀区,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;节日福利;带薪年假;周末双休;购买五险;晋升空间,,
浦发银行营销辅助岗（宝山区）,7-8千,上海·宝山区,无需经验,本科,上海财安金融服务集团股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;餐饮补贴;带薪年假;年终奖金;周末双休,,银行 营销辅助 客户经理
对公专员 银行专员 双休,7-8千,深圳·福田区,无需经验,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,社保;周末双休;双休;年终奖;年假;免费班车;免费体检;津贴;六险一金,疑难问题处理,金融 银行 网上银行
入职五险一金 反欺诈线上官 管吃,5-9千,西安·雁塔区,1年及以上,本科,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,节日福利;五险一金;带薪年假;带薪休假;入职五险;培训;管吃;白班;节假日;一日三餐;产假;行政班;底薪,,
信贷客户经理/消费金融定向生,8千-1.6万,武汉·江汉区,无需经验,本科,嘉兴市启坤人力资源服务有限公司长春分公司,计算机软件,合资,未知,五险一金;绩效奖金;专业培训;年终奖金;节日福利;带薪年假,客户维护;社招;校招;信贷经理,客户开发 消费金融
银行客户经理(J10003),10-20万/年,太仓,无需经验,本科,江苏太仓农村商业银行股份有限公司,银行,国企,500-1000人,五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,,金融 市场营销 银行 客户经理
华润银行广州分行_理财经理,6千-1万,广州,1年,本科,珠海华润银行股份有限公司,银行,国企,1000-5000人,带薪年假;五险一金;节日福利;专业培训;绩效奖金;定期体检;餐饮补贴,,财富管理
银行内部风控信贷电核文职,7-9千,深圳·南山区,1年,本科,深圳市招联人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,周末双休;五险一金;带薪年假;绩效奖金;节日福利;专业培训;通讯补贴;高温补贴;免费班车;员工食堂;全勤奖,,
广发银行/国寿金融经理（小白也能月入7K）,7千-1.2万,杭州·江干区,无需经验,大专,中国人寿保险股份有限公司杭州市分公司,银行,已上市,10000人以上,养老年金;双休;保险,售后服务;信用卡;储蓄;理财经理;分红;子女教育;信贷;车险;奖金;时间自由,销售
国有银行客户经理,4-6千,荆州·石首市,1-3年,大专,中智湖北经济技术合作有限公司,专业服务(咨询、人力资源、财会),国企,50-150人,业务知识培训;五险;节日福利;培训,推广;宣导;征信;客服;软件;手机;底薪,
珠海-银行客户经理,4-8千,珠海·香洲区,1-3年,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;绩效奖金;专业培训;年终奖金;带薪年假;通讯补贴,信用卡;电销;征信;外拓;解答客户疑问,银行
某国资银行零售客户经理助理,4-8千,武汉,1年及以上,大专,武汉楚秀人才科技有限责任公司,专业服务(咨询、人力资源、财会),国企,1000-5000人,五险一金;专业培训;定期体检;餐饮补贴;带薪年假,推广;业务拓展;市场活动,销售 市场营销 金融 客户服务
华润银行广州分行_个贷客户经理,1-2万,广州·天河区,1年,本科,珠海华润银行股份有限公司,银行,国企,1000-5000人,带薪年假;五险一金;节日福利;专业培训;绩效奖金;定期体检;餐饮补贴,,销售
银行信贷管理经理,3-6千·16薪,广安,1年及以上,本科,中银富登村镇银行,银行,国企,5000-10000人,五险一金;补充医疗保险,数据分析;经济;风险控制;财会;数据支持;信贷;决策支持;信贷业务,金融 银行
私人银行客户经理,10-15万/年,杭州,2年,本科,渤海银行股份有限公司杭州分行,银行,国企,500-1000人,五险一金;绩效奖金;年终奖金;通讯补贴,开发新客户;afp;cfp;财富分析;自拓;客户升级,投资建议 银行产品
银行客户经理（工作地区：上海市金山区）,,上海·金山区,3年及以上,,中国邮政储蓄银行股份有限公司上海分行,银行,国企,1000-5000人,五险一金;带薪年假;交通补贴;餐饮补贴;通讯补贴;高温补贴;绩效奖金,经济;授信;社会招聘,金融 客户营销
接听客服 理财接听 双休,7-9千,深圳·南山区,1年及以上,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,社保;五险一金;双休;周末双休;年终奖;节日补贴;年假;生日补贴;补贴；免费体检;员工食堂;年度奖金;产假,,
