职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
股票投资助理,5千-1万,上海·浦东新区,1年及以上,本科,上海期旺投资有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;专业培训;年终奖金;员工旅游;定期体检,股票;交易;研究;弹性工作,金融 证券 投资
投资证券员,1.5-2.5万,苏州·吴中区,3年及以上,本科,苏州凰凤飞行器技术有限公司,航天/航空,民营,少于50人,五险一金;餐饮补贴;周末双休;交通补贴;带薪年假;节日福利,,
投资助理,1-1.6万,无锡·新吴区,1年及以上,硕士,无锡市高新区创业投资控股集团有限公司,金融/投资/证券,国企,50-150人,五险一金;餐饮补贴;专业培训;各项补贴;节日福利;带薪年假;年终奖金;绩效奖金,免费住宿;品牌工装;多彩活动,
投资助理,5-7千,合肥·肥西县,1年,本科,安徽汉星能源有限公司,新能源,民营,150-500人,专业培训;定期体检;年终奖金;绩效奖金;股票期权;节日福利;双休,,
002财富业务岗（衢州）,6-8千,衢州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
法务经理/主管（代集团总部招聘）,1.2-2万·15薪,南京·栖霞区,3-8年,本科,南京同仁堂健康产业有限公司,多元化业务集团公司,国企,50-150人,培训;五险一金,谈判;法学;可行性分析;法律文书;法律咨询;诉讼;仲裁;债权融资;央企,并购重组 投融资
机构业务岗（常州分公司）(J11043),8千-1.5万,常州,1年及以上,本科,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;定期体检;年终奖金;节日福利;高温补贴;培训;企业年金,法定节假,上市公司
环球金融规划师GFP,1-2万,深圳·福田区,无需经验,本科,保港（深圳）经纪服务有限公司,计算机软件,民营,未知,保险;高提成;高佣金,需求分析;理财计划方案;旅游;晋升;高薪;发展空间,金融行业 投资建议 金融理财
002财富业务岗（镇江）,6-8千,镇江,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资顾问,9千-1.8万,南昌·西湖区,1年及以上,本科,中国平安人寿保险股份有限公司江西分公司,保险,已上市,10000人以上,补充医疗保险;带薪年假;年终奖金;绩效奖金;专业培训;出国机会;定期体检,定期团建,
资产证券化业务承做岗,1.5-2.5万,成都,1年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;经济;法律;数据整理;cpa,金融
债券研究员/债券基金经理助理,1-2万,深圳·南山区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金,经济;入库;cfa;cpa;宏观经济;信用债;债券市场;债券交易,金融 研究报告
002财富业务岗（台州）,6-8千,台州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
固定收益-销售交易岗（上海）(J10258),1-2万,上海·浦东新区,1年及以上,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,节日福利;定期体检,扁平管理,
投资者关系专员,1-1.5万·15薪,上海·静安区,1年及以上,本科,安徽和工工程咨询有限公司,建筑/建材/工程,合资,150-500人,五险一金;补充医疗保险;补充公积金;带薪年假;带薪病假;年终奖金,经济;ir;商务洽谈;股东关系,金融 投资者关系
债券研究员/债券基金经理助理,1-2万,广州·天河区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训;周末双休,数据分析;基金;债券;交易;私募;公司研究;信用研究,投资 行业分析
投资顾问,1.2-2.4万,上海,1年,本科,招商证券股份有限公司上海陆家嘴东路证券营业部,金融/投资/证券,国企,5000-10000人,,,投资顾问 财富顾问 证券
股权投资投资助理,8千-1.2万,深圳·南山区,3年及以上,本科,新华控股（广东）有限公司,物业管理/商业中心,外资（非欧美）,50-150人,,,
投融资经理,1-1.2万·13薪,合肥·高新区,1年及以上,本科,安徽通源新能源有限公司,新能源,民营,未知,,融资;新能源,
002财富业务岗（温州）,6-8千,温州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资顾问,1.6-1.7万,北京·朝阳区,无需经验,本科,方正证券股份有限公司北京望京证券营业部,金融/投资/证券,国企,少于50人,,宏观经济;签约客户;业务服务;产品生产,投资顾问 投资咨询 投资报告会
资产证券化业务承做岗,1.5-2.5万,成都,1年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;经济;法律;数据整理;cpa,金融
002财富业务岗（舟山）,6-8千,舟山,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资助理,1-2万,北京·东城区,无需经验,本科,深圳前海力汇基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;定期体检;专业培训;带薪年假;节日福利;周末双休;做五休二,新能源,
证券投资部-研究员（TMT方向）,20-30万/年,上海,2年,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,,扁平管理;领导好,
汇融投资投资经理(专员级),15-18万/年,深圳·南山区,1年及以上,硕士,深圳市西部人力资源发展有限公司,多元化业务集团公司,国企,1000-5000人,五险一金,,
002财富业务岗（台州）,6-8千,台州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资分析师,15-18万/年,上海·长宁区,2年,本科,道达尔远景能源服务（上海）有限公司,新能源,合资,50-150人,五险一金;通讯补贴;年终奖金;餐饮补贴;绩效奖金,估值;投后分析;模型更新;财务估值模型;投前;测算,金融
金融投资顾问,20-40万/年,上海·静安区,2年及以上,本科,上海证券有限责任公司,金融/投资/证券,国企,1000-5000人,绩效奖金;交通补贴;工会福利;带薪年假,证券从业资格;基金从业资格;工作餐,投资顾问 金融产品销售 投资理财咨询
卖方证券分析师,9.5千-1万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金,股票研究;股票分析师;CFA;DCF;公司估值;研报撰写,外资银行 二级市场 金融 卖方研究
002财富业务岗（丽水）,6-8千,丽水,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
私募基金研究员,1.5-2.5万,上海·浦东新区,3年及以上,硕士,深圳市永佑顺财务代理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,证券从业资格;编程;写作;尽调;数理统计;定量分析;搭建模型,客户服务 研究报告 基金投资
投资经理,1-2万,杭州·拱墅区,3年及以上,本科,国海良时期货有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检;绩效奖金;年终奖金;餐饮补贴,期货从业资格;资产管理,投资咨询 投资策略 投资管理 投资研究
投资助理,3-5万,上海·长宁区,5年及以上,硕士,上海安所帕企业咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,未知,,CFA;FRM;CPA,二级市场
002财富业务岗（衢州）,6-8千,衢州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资助理,5千-1万,上海·浦东新区,无需经验,本科,上海赤钥投资有限公司,金融/投资/证券,民营,未知,五险一金;绩效奖金;年终奖金;定期体检,,
投资者关系,1.3-2.6万,深圳·宝安区,1-3年,本科,深圳市联域光电股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,五险一金;年终奖金;绩效奖金,财务;ppt;法律;会议纪要;法律法规;信息收集;文档管理;信息搜集,金融 路演
基金产品经理,8千-1.5万·13薪,上海·闵行区,1年及以上,本科,上海文晟私募基金管理有限公司,计算机软件,民营,未知,五险一金,私募基金;信息录入;信息披露;基金运营;运营流程;运营报告;自查;产品合同;协会登记备案;快速发展,
002财富业务岗（徐州）,6-8千,徐州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
股权投资,18-20万/年,太仓,2年及以上,本科,太仓市文化教育投资集团有限公司,多元化业务集团公司,国企,50-150人,五险一金;定期体检;绩效奖金;年终奖金;专业培训;带薪年假;补充医疗保险;周末双休,私募;人才公寓,项目投资
股票交易员,8千-1.5万·16薪,北京·海淀区,1年,本科,北京博岳资产管理有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金,交易员;股票,二级市场 投资助理
债券研究员/债券基金经理助理,1-2万,广州·天河区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训;周末双休,数据分析;基金;债券;交易;私募;公司研究;信用研究,投资 行业分析
证券事务管理,8千-1.5万,福州·鼓楼区,1-10年,本科,福建省电子信息（集团）有限责任公司,电子技术/半导体/集成电路,国企,10000人以上,五险一金;带薪年假,财务;会计;半导体;法律;项目申报;cpa;非诉,证券投资 ipo 并购重组 上市公司
投资经理,1.5-2.5万·13薪,杭州·临平区,2年及以上,本科,浙江天啬生物医药有限公司,制药/生物工程,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训;餐饮补贴;带薪年假;员工旅游;节日福利;周末双休;股票期权;高温补贴,,
投资顾问,1-1.6万,成都·高新区,1年及以上,本科,中山证券有限责任公司,金融/投资/证券,民营,1000-5000人,培训;五险一金;交通补贴;餐饮补贴;年终奖金;绩效奖金,融资;募资;股权质押;风险管理;信贷;弹性工作,
量化投资事业部交易员(J10149),1.2-2万·18薪,上海·浦东新区,1年及以上,本科,光大光子投资管理有限公司,金融/投资/证券,国企,50-150人,五险一金;补充公积金;交通补贴;餐饮补贴;定期体检;年终奖金,,
002财富业务岗（金华）,6-8千,金华,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
证券事务专员,7千-1万,杭州·钱塘区,1年,本科,杭州耕德电子股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,培训;五险一金,财务;会计;法律;融资;文档管理;业务对接;内控;股权激励,金融 ipo 上市公司
国内机构销售（信托、资管、券商、保险）,1-2万,上海·黄浦区,无需经验,本科,上海东证期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴,期货;信托;经济;客户资源;关系维护;资管,金融 客户开发 营销策划 路演
融资总监,1.5-3万,深圳·罗湖区,5年及以上,本科,深圳市格纳斯黄金科技有限公司,采掘业/冶炼,民营,未知,,房地产;谈判;方案设计;尽职调查;经济;融资;风险控制;投行,金融 银行
证券事务专员,6-8千·14薪,连云港,无需经验,硕士,江苏联瑞新材料股份有限公司,原材料和加工,民营,500-1000人,五险一金;年终奖金;定期体检;节日福利;周末双休,,
金融分析师,8千-1.2万,佛山·禅城区,无需经验,高中,佛山鼎临商贸有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;餐饮补贴;交通补贴;周末双休;节日福利,交易操作;跟踪市场动态;交易决策;交易流程,金融行业
股票研究员,2-4万,北京·海淀区,无需经验,本科,北京博岳资产管理有限公司,金融/投资/证券,民营,少于50人,,,
002财富业务岗（徐州）,6-8千,徐州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
融资总监,2-3.9万,东莞·南城区,8年及以上,本科,广东省林格科技集团有限公司,多元化业务集团公司,民营,500-1000人,节日福利;带薪假期,管理;房地产;采购;财务;erp;谈判;会计;物流;运营管理;大小周,金融 上市公司
法务经理/主管（代集团总部招聘）,1.2-2万·15薪,南京·栖霞区,3-8年,本科,南京同仁堂健康产业有限公司,多元化业务集团公司,国企,50-150人,培训;五险一金,谈判;法学;可行性分析;法律文书;法律咨询;诉讼;仲裁;债权融资;央企,并购重组 投融资
证券投资基金经理助理,8千-1万,上海·浦东新区,无需经验,本科,宁波梅山保税港区盛麒资产管理有限公司,金融/投资/证券,民营,少于50人,,,
002财富业务岗（台州）,6-8千,台州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
金融交易投资分析师,1-2万,西安,无需经验,本科,正利（西安）投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训;员工旅游;带薪年假;周末双休;节日福利,弹性工作,
python开发工程师（金融方向）,2-3万,深圳·福田区,5年及以上,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,五险一金;专业培训;周末双休,,金融 银行
投资分析岗,8千-1.4万,佛山·三水区,无需经验,本科,佛山市三水区人才开发有限公司,专业服务(咨询、人力资源、财会),国企,150-500人,五险一金;定期体检;带薪年假,,
器械医药行业财务总监（需要有注会or CMA证书）,2.5-5万·14薪,南京·建邺区,5年及以上,本科,合肥鱼文人力资源有限公司,教育/培训/院校,民营,少于50人,,,ipo
投资财富经理,1.2-2万,珠海,无需经验,,杭州恒赢自有资金投资有限公司,电子技术/半导体/集成电路,民营,未知,周末双休,时间自由;无责底薪;节假日;法定节假,
并购副总裁VP,40-60万/年,上海·浦东新区,5年及以上,本科,上海千舟置业有限公司,房地产,民营,少于50人,五险一金;定期体检;年终奖金;绩效奖金,财务;英语;谈判;会计;尽职调查;cfa;cpa,金融 投资 并购投资
基金产品经理,8千-1.5万·13薪,上海·闵行区,1年及以上,本科,上海文晟私募基金管理有限公司,计算机软件,民营,未知,五险一金,私募基金;信息录入;信息披露;基金运营;运营流程;运营报告;自查;产品合同;协会登记备案;快速发展,
金融分析师 CFA,2-4万,佛山·禅城区,1年及以上,本科,工银安盛人寿保险有限公司佛山中心支公司,保险,民营,10000人以上,绩效奖金;员工旅游;交通补贴;通讯补贴;专业培训,,
002财富业务岗（盐城）,6-8千,盐城,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
证券部 投融资专员,6.6千-1.2万,唐山·玉田县,2年及以上,本科,河北润农节水科技股份有限公司,农/林/牧/渔,已上市,150-500人,,会计;经济;工商管理,金融 金融机构 投资 证券市场 金融分析 上市公司 投资评估
金融产品业务助理（上海）,7.5千-1万·14薪,上海·长宁区,无需经验,本科,仲利国际融资租赁有限公司,互联网/电子商务,外资（非欧美）,1000-5000人,五险一金;员工旅游;餐饮补贴;通讯补贴;年终奖金;绩效奖金;补充医疗保险;交通补贴;专业培训;定期体检,,
股票投资助理,5千-1万,上海·浦东新区,1年及以上,本科,上海期旺投资有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;专业培训;年终奖金;员工旅游;定期体检,股票;交易;研究;弹性工作,金融 证券 投资
002财富业务岗（宿迁）,6-8千,宿迁,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
汇融投资投资经理(专员级),15-18万/年,深圳·南山区,1年及以上,硕士,深圳市西部人力资源发展有限公司,多元化业务集团公司,国企,1000-5000人,五险一金,,
投资助理,1-1.5万,北京·海淀区,1年,硕士,北京中关村科学城建设股份有限公司,房地产,民营,150-500人,五险一金;周末双休;带薪年假;绩效奖金;节日福利;补充医疗保险;定期体检;年终奖金,档案资料;数据分析,
投资专员,1-1.4万·13薪,杭州·上城区,1-3年,本科,博将集团有限公司,金融/投资/证券,民营,150-500人,五险一金;绩效奖金;定期体检;餐饮补贴;通讯补贴;带薪年假;节日福利;员工旅游;周末双休;补充医疗保险;高温补贴,,
002财富业务岗（徐州）,6-8千,徐州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
风控经理,1.3-1.8万,南京·建邺区,1年及以上,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,五险一金,财务;会计师事务所;风控报告;财务尽调;风控指引;券商投行;直投,股权投资行业
资产证券化业务承做岗（项目负责人）,2-3.5万,西安·雁塔区,3年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;维护客户关系;经济;法律;cpa,金融
BK823I-跨境银团并购团队负责人,3-4万,深圳·福田区,8-9年,本科,平安银行股份有限公司,银行,已上市,10000人以上,绩效奖金;补充医疗保险;定期体检;餐补;五险一金;带薪年假,,
并购经理Associate,20-40万/年,上海·浦东新区,5年及以上,本科,上海千舟置业有限公司,房地产,民营,少于50人,五险一金;定期体检;年终奖金;绩效奖金;专业培训,投行;会计;谈判;cfa,金融 投资决策
资产证券化业务承做岗（项目负责人）,2-3.5万,深圳·福田区,3年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;维护客户关系;经济;法律;cpa,金融
证劵代表,1.4-1.8万,东莞·石排镇,3年及以上,本科,东莞四维材料科技股份有限公司,原材料和加工,民营,150-500人,五险一金;餐饮补贴;员工旅游,财务;经济;法律;调研;法务;信息披露,金融 路演 投融资 资本市场 上市公司
金融市场部部门负责人,,南京·建邺区,10年及以上,硕士,江苏农村商业联合银行股份有限公司,银行,国企,未知,,,
私募基金经理,15-30万/年,成都·武侯区,5年,本科,华熙投创（成都）城市建设发展有限公司,房地产,民营,少于50人,带薪年假,数据分析;经济;市场分析;私募基金;行业研究;基金运作,金融 资本市场 投资策略制定 控制投资风险
猎头顾问,5千-1万·20薪,南京·江宁区,无需经验,本科,南京蚂蚁矽服管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;员工旅游;绩效奖金;高提成高激励,招聘;猎头;投行;股权融资;vc,销售 投融资 投资人关系
证券事务专员（IPO）,7千-1万,杭州·钱塘区,1年及以上,本科,杭州耕德电子股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,培训;五险一金;带薪年假;年终奖金,法律;财务;会计;业务对接;证监会;股权激励,ipo 金融 证券法
投资助理,4-8千,广州,1年及以上,大专,广州汉吉商务有限公司,互联网/电子商务,民营,少于50人,专业培训;绩效奖金;年终奖金;五险一金,管理;财务;经济;统计;融资;理财,金融 投资 投融资
财富规划师,8千-1.5万,上海,5年及以上,本科,国联民生证券股份有限公司上海分公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;年终奖金;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;带薪年假;节日福利,,
麦肯锡咨询实习（优秀者可远程）,6-8千,北京,无需经验,本科,上海海屿创晟教育科技有限公司,金融/投资/证券,合资,10000人以上,,财务;尽职调查;法律;资料整理;雅思;cfa;cpa;投行;执行;项目建议书,
债券承做岗（2026届校园招聘）,8千-1万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金,财务;尽职调查;项目开发;经济;法律;投行;募集说明书;存续期管理;融资方案设计,金融
债券承揽岗,1-2万,北京·丰台区,1年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;市场调研;经济;客户资源;项目申报;公司债;备案,金融 银行
投资经理,1.3-1.7万,上海,2年,本科,上海申通科技（集团）有限公司,金融/投资/证券,民营,150-500人,五险一金;年终奖金;交通补贴,,投资经理
金融/经济研究员,4-8千,南昌,无需经验,硕士,上海用益金融信息服务有限公司南昌分公司,信托/担保/拍卖/典当,民营,50-150人,五险一金;带薪年假,管理;财务;经济;策划方案;宏观经济;调查报告;市场情报,金融 金融政策 资本市场分析
资产管理中心固收投资经理,1-1.5万·17薪,杭州·萧山区,1年及以上,硕士,信泰人寿保险股份有限公司,保险,国企,未知,保险;五险一金;定期体检;餐饮补贴,,金融 投资
机构销售岗(A52315),1.5-2万,深圳·福田区,无需经验,本科,深圳市凯丰投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金,办公软件;维护客户关系;经济;法律;数据分析处理;宏观经济,市场营销 金融 销售计划 路演
金融投资分析顾问,8千-1.6万,西安,无需经验,本科,正利（西安）投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;专业培训,数据分析;交易策略;风险评估;市场趋势;交易流程,投资计划 金融交易 金融市场
同业拓展岗,1-2万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,保险,售后服务;解决方案;市场分析;公募基金;开户;机构业务;客户拓展;交易;持续发展,金融产品 投资建议
并购融资高级顾问(J10253),1.3-2.5万,上海·浦东新区,1年及以上,本科,天职国际会计师事务所（特殊普通合伙）,会计/审计,民营,500-1000人,五险一金;带薪年假;绩效奖金;专业培训;出差补贴,,
投资顾问助理,6千-1.2万,北京·丰台区,无需经验,本科,湖南珈来咨询有限公司,互联网/电子商务,民营,未知,五险一金;专业培训;员工旅游,财经;课程交付;文案;课程内容制作;私域直播,投资咨询 金融 投资策略分析
投资助理,1-2万,深圳·南山区,1年及以上,硕士,国虹（深圳）投资有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;定期体检,,
投资经理,1-1.5万,广州·番禺区,1年及以上,硕士,广东奶酪投资基金股份有限公司,物业管理/商业中心,民营,少于50人,,二级私募基金,
投资顾问,1-2万,成都·武侯区,无需经验,本科,长江证券股份有限公司四川分公司,金融/投资/证券,已上市,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,,
投后经理,1-2万,武汉·洪山区,3年及以上,本科,四川新南泰企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,未知,,管理;财务;会计;经济;法律;市场拓展;cfa;投后管理;cpa,金融
卖方证券分析师,9.5千-1万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金,股票研究;股票分析师;CFA;DCF;公司估值;研报撰写,外资银行 二级市场 金融 卖方研究
外汇经理岗位-国企（211/985）,1.5-3万,北京·西城区,3年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,国际合作;国际;全职;500强,营销服务 营销组织管理
IPO项目经理,1.2-2万,深圳·罗湖区,3年及以上,本科,绿专财务咨询（深圳）有限公司,会计/审计,民营,少于50人,五险一金;年终奖金;定期体检,英语;会计;辅导;法律法规;cpa;尽调报告;投行;商业计划书,金融 ipo
投资经理,1.5-2.5万·14薪,上海·静安区,2年及以上,本科,安徽和工工程咨询有限公司,建筑/建材/工程,合资,150-500人,五险一金;补充医疗保险,财务;英语;财务管理;尽职调查;法律;法律法规;投后管理;业务分析,金融 投资
债券承做岗,1.5-2.5万,上海·浦东新区,3年及以上,硕士,国联民生证券股份有限公司,计算机软件,外资（欧美）,50-150人,五险一金;定期体检;绩效奖金;年终奖金,,
投资经理,1.5-2万,苏州·高新区,3年及以上,本科,长景智能科技（苏州）有限公司,计算机软件,民营,50-150人,五险一金,投后管理;报告撰写;员工体检,投资 投融资 投资报告 投资建议书
行业研究及项目策划专员,8千-1.6万,北京·西城区,2年及以上,硕士,北京智润恒辉科技有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,储能;能源;产业研究,
投资顾问、业务经理-财富管理方向,1-1.1万,北京·西城区,无需经验,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;定期体检;年终奖金;补充医疗保险;带薪年假;周末双休,,金融产品销售 客户经理 客户服务
股票投资经理,1.2-2.4万,厦门,5年及以上,本科,君龙人寿保险有限公司,保险,合资,150-500人,年金;五险一金;补充医疗保险,经济;调研;cfa;投研;frm,金融 证券从业 投资 路演 研究报告 上市公司
分公司直属业务部总经理（江西分公司）,2-4万,南昌·红谷滩区,5年及以上,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;通讯补贴;补充医疗保险;带薪年假;节日福利;周末双休;保险,,
投资银行业务,1.2-2万,上海·杨浦区,2年及以上,本科,上海川禾电子商务有限公司,互联网/电子商务,民营,50-150人,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;培训;带薪年假;带薪病假,弹性工作,
投资经理（基金）,1.8-3万·14薪,上海·静安区,2年及以上,本科,安徽和工工程咨询有限公司,建筑/建材/工程,合资,150-500人,五险一金;补充医疗保险;补充公积金;带薪年假;带薪病假,财务;方案设计;法律;投后管理,金融 股权投资基金
投资经理,1-1.5万,深圳,3年及以上,本科,海航期货股份有限公司,金融/投资/证券,民营,50-150人,五险一金;定期体检;绩效奖金;专业培训;带薪年假;周末双休;高额提成;全额社保,全额公积金;发展空间大,
机构业务中心-私募业务部-业务岗G01319,1.3-2.5万,北京,2年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,英语环境,
资深法律风险专员,1.5-2万·13薪,杭州·上城区,2-3年,本科,博将集团有限公司,金融/投资/证券,民营,150-500人,五险一金;绩效奖金;定期体检,法律;英语读写;台账;法务;法律文书;投行;法律咨询;合同法,投资 投融资
证券机构业务岗,1.8-3.6万,上海·杨浦区,3年及以上,本科,中国银河证券股份有限公司上海世界路证券营业部,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;定期体检;年终奖金;专业培训;带薪年假;补充公积金;周末双休;做五休二,,
私募基金销售总监,2-3.5万,上海·浦东新区,3-4年,本科,量桥投资管理（上海）有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;周末双休;带薪年假,私募基金;渠道维护;期货公司,金融 金融行业 市场营销 开拓金融市场
北京分公司-机构业务岗,1.5-2万,北京·东城区,3年及以上,本科,国联民生证券股份有限公司,计算机软件,外资（欧美）,50-150人,五险一金,证券从业资格;经济;市场拓展;机构业务;项目承揽;abs;业务合作;股票质押融资;流动资金管理,金融
私募股权基金大客户经理,1.5-3万,上海·长宁区,2年及以上,本科,安徽星辉睿智私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金;餐饮补贴;通讯补贴;交通补贴;带薪年假;周末双休,弹性工作,银行理财
机构销售经理（富安达基金）(J11040),1.5-2.5万,上海·浦东新区,2年及以上,本科,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
证券交易员,5千-1万,上海·浦东新区,无需经验,本科,上海赤钥投资有限公司,金融/投资/证券,民营,未知,五险一金;绩效奖金,数据分析;电脑;报告撰写;交易策略;交易操作;分析市场动态;交易数据整理,投资建议 金融市场
投资经理,1.2-2万,广州·天河区,3年及以上,本科,广州金控期货有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检;绩效奖金;年终奖金;餐饮补贴;通讯补贴,管理;经济;管理学,金融 投资建议 投资策略
资产证券化业务承做岗,1.5-2.5万,西安·雁塔区,1年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;经济;法律;数据整理;cpa,金融
投后经理,8千-1.6万,北京·丰台区,3年及以上,本科,青岛金玉浑璞私募基金管理合伙企业（有限合伙）,金融/投资/证券,民营,少于50人,周末双休,法律;投后管理;退出方案;后续管理;资源支持;识别风险,股权投资
投资助理,5千-1万,上海·浦东新区,无需经验,本科,上海赤钥投资有限公司,金融/投资/证券,民营,未知,五险一金;绩效奖金;年终奖金;定期体检,,
并购经理Associate,20-40万/年,上海·浦东新区,5年及以上,本科,上海千舟置业有限公司,房地产,民营,少于50人,五险一金;定期体检;年终奖金;绩效奖金;专业培训,投行;会计;谈判;cfa,金融 投资决策
资产证券化业务承做岗,1.5-2.5万,北京·丰台区,1年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴,财务;会计;投标;方案设计;尽职调查;经济;法律;数据整理;cpa,金融
证券机构业务岗,1.8-3.6万,上海·杨浦区,3年及以上,本科,中国银河证券股份有限公司上海世界路证券营业部,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;定期体检;年终奖金;专业培训;带薪年假;补充公积金;周末双休;做五休二,,
