职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
线上投顾-中后台岗位,20-40万/年,上海·浦东新区,3年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金;补充医疗保险,团队管理;外呼;企微;基金从业资格;电话,金融 客户服务 证券从业 证券公司
期货高频交易员,3-6万,上海·黄浦区,3年及以上,本科,杭州灏创资产管理有限公司,贸易/进出口,民营,50-150人,五险一金;员工旅游,期货交易;交易员;高频交易;对冲基金;股票;套利;商品期货;期权;大宗商品,私募基金
期权做市商交易员,8千-1.6万,杭州·上城区,1-2年,硕士,浙江南华资本管理有限公司,金融/投资/证券,民营,50-150人,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,期权做市;量化分析,
黄金 原油 虚拟币交易员,2-3万,深圳·罗湖区,2-4年,大专,深圳市赢汇科技有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金,交易;操盘手;资金运作;外汇交易;交易账户,
现货交易员,5-8千,南昌,1-2年,大专,长汀县安隆信息技术咨询服务部（个体工商户）,贸易/进出口,民营,少于50人,,,
债券交易助理,7-8千,上海·虹口区,1-3年,大专,上海翀瑞咨询管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,风险管理;台账;优化方案;债券市场;交易指令;彭博;交易执行;流动性管理;风险指标,宏观经济数据
期货交易员,1-1.5万,,无需经验,,天津泛德网信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,专业培训,股票;资金管理;交易系统;期货交易;交易操作;交易模型;风险控制方案;仓位调整;交易建议,投资策略
期货交易员,1-1.5万,南京,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;弹性工作;年终奖金;绩效奖金,期货;股指期货;交易策略,
股票交易员,1-2万,无锡·新吴区,无需经验,大专,上海时典投资咨询有限公司,教育/培训/院校,合资,50-150人,股票期权;专业培训;有餐补,Swifttrade;海外;DTTW;交易;操盘;日内交易员,
国内商品期货交易员（可线上）,1-1.5万,广州·天河区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
期货交易员,1-1.5万,,无需经验,,天津泛德网信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,交易员;期货;交易;交易软件;交易系统;期货交易;操盘;交易策略;风险控制;奖金,投资
期货交易员,1-1.5万,西安,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;弹性工作;年终奖金;绩效奖金,期货;股指期货;交易策略,
交易员,5千-1万,合肥·包河区,1-3年,高中,合肥宏远祥商贸有限公司,互联网/电子商务,创业公司,少于50人,弹性工作;年终奖金;绩效奖金;专业培训,,
国内商品期货交易员（可线上）,1-1.5万,长沙·开福区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
基金经理助理,1.5-2.5万,上海·浦东新区,1-5年,本科,西安江岳私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险,数据分析;会计;经济;市场动态;财务数据;市场研究;信息披露,金融 行业分析 投资决策
期货交易员,1-1.5万,广州,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;年终奖金;弹性工作,期货;股指期货;交易策略,
基金经理助理,5千-1万,成都·高新区,1年及以上,本科,成都锦悦恒瑞私募基金有限公司,金融/投资/证券,民营,少于50人,专业培训;五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;出国机会;定期体检;交通补贴,,上市公司
期货操盘手,5千-1万,,1年及以上,,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;弹性工作;周末双休;补充医疗保险;补充公积金,期货;股票;期货交易;操盘手,证券
金融交易员,6千-1.2万,广州·番禺区,无需经验,,广州凌阳文化传媒有限公司,影视/媒体/艺术/文化传播,民营,少于50人,五险一金;补充医疗保险;补充公积金;员工旅游;专业培训;出国机会;绩效奖金;年终奖金;股票期权,,
交易员,5-8千,,无需经验,本科,天津泛德网信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,期货;交易策略;交易;交易操作;分析市场走势;奖金;分红,投资执行
期货操盘手,5千-1万,,1年及以上,,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;弹性工作;周末双休;补充医疗保险;补充公积金,期货;股票;期货交易;操盘手,证券
交易员,5千-1万,合肥·包河区,1-3年,高中,合肥宏远祥商贸有限公司,互联网/电子商务,创业公司,少于50人,专业培训;绩效奖金;年终奖金,,
现货交易员,8千-1.2万,合肥·蜀山区,1年及以上,高中,合肥沐光未来科技有限公司,金融/投资/证券,创业公司,50-150人,五险一金;专业培训,,
财务经理,1.5-2万,常州·武进区,10年及以上,本科,环球豪源基金管理（北京）有限公司,金融/投资/证券,民营,未知,,,
期货操盘手,8千-1.2万,,1年,大专,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;专业培训;绩效奖金;弹性工作,期货;交易员;操盘手,
金融交易,5-9千,郑州,1年及以上,高中,郑州佑澜商贸有限公司,批发/零售,民营,少于50人,技术培训;零食下午茶;节日福利;员工生日福利,扁平化管理;室内办公;团建聚餐;法定节假日;通勤方便,
私募证券投资基金经理,1-1.2万,重庆·渝北区,3-4年,大专,四川巴罗股权投资基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,,
黄金、外汇交易员,1-1.5万,深圳·罗湖区,1-2年,大专,深圳市赢汇科技有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金,交易;操盘手;资金运作;外汇交易;交易账户,
基金经理助理,5-8千,广州·荔湾区,2-3年,本科,大参林投资集团有限公司,房地产,民营,150-500人,五险一金;员工旅游;通讯补贴;年终奖金;带薪年假;培训;带薪病假,数据分析,金融
A股短线操盘手（可异地线上）,1-2万,郑州·中原区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,股票;节假日,证券
期货交易员,1-1.5万,银川,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;年终奖金,期货;股指期货;交易策略,
期货操盘手,8千-1.2万,,1年,大专,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;专业培训;绩效奖金;弹性工作,期货;交易员;操盘手,
现货交易员,8千-1.2万,合肥·蜀山区,1年及以上,高中,合肥沐光未来科技有限公司,金融/投资/证券,创业公司,50-150人,五险一金;专业培训,,
A股短线操盘手（可异地线上）,1-2万,北京·海淀区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,股票;节假日,证券
期货交易员,1-1.5万,杭州,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,年终奖金;绩效奖金;五险一金,期货;股指期货;交易策略,
期货操盘手,5千-1万,,1年及以上,,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;弹性工作;周末双休;补充医疗保险;补充公积金,期货;股票;期货交易;操盘手,证券
交易员,5千-1万,合肥·包河区,1-3年,高中,合肥宏远祥商贸有限公司,互联网/电子商务,创业公司,少于50人,弹性工作;年终奖金;绩效奖金;专业培训,,
A股短线操盘手（可异地线上）,1-2万,重庆·渝中区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,股票;节假日,证券
期货交易员,1-1.5万,南京,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;弹性工作;年终奖金;绩效奖金,期货;股指期货;交易策略,
期货操盘手,5千-1万,,1年及以上,,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;弹性工作;周末双休;补充医疗保险;补充公积金,期货;股票;期货交易;操盘手,证券
期货交易员,7千-1.2万,深圳·福田区,3年及以上,本科,深圳市招金黄金营销有限公司,计算机软件,民营,未知,五险一金;周末双休;节日福利;带薪年假,,
A股短线操盘手（可异地线上）,1-2万,成都·锦江区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,股票;节假日,证券
期货交易员,1-1.5万,广州,无需经验,,廊坊易期赢科技有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;年终奖金;弹性工作,期货;股指期货;交易策略,
客户经理,12-15万/年,重庆·江北区,无需经验,大专,中国人寿保险股份有限公司重庆市分公司,保险,国企,1000-5000人,免费培训;双休,管理;招聘;基金;保险;理财规划;理财方案;商业保险;时间自由,营销 银行 金融产品 投资
期货交易员,1-1.5万,,无需经验,,天津泛德网信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,交易员;期货;交易;交易软件;交易系统;期货交易;操盘;交易策略;风险控制;奖金,投资
金融交易,5-9千,郑州,1年及以上,高中,郑州佑澜商贸有限公司,批发/零售,民营,少于50人,技术培训;零食下午茶;节日福利;员工生日福利,扁平化管理;室内办公;团建聚餐;法定节假日;通勤方便,
基金经理助理,5千-1万,成都·高新区,1年及以上,本科,成都锦悦恒瑞私募基金有限公司,金融/投资/证券,民营,少于50人,专业培训;五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;出国机会;定期体检;交通补贴,,上市公司
股票投资经理,1.2-2.4万,厦门,5年及以上,本科,君龙人寿保险有限公司,保险,合资,150-500人,年金;五险一金;补充医疗保险,经济;调研;cfa;投研;frm,金融 证券从业 投资 路演 研究报告 上市公司
基金经理（医疗器械/智能制造赛道）,15-30万/年,常州,5年及以上,本科,江苏新天地投资集团有限公司,多元化业务集团公司,民营,50-150人,五险一金;绩效奖金;专业培训,医疗器械;尽职调查;经济;机械制造;理工科;关系维护;cfa;投后管理;医疗,金融
期货交易员,1-1.5万,,无需经验,,天津泛德网信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,交易员;期货;交易;交易软件;交易系统;期货交易;操盘;交易策略;风险控制;奖金,投资
金融交易,5-9千,郑州,1年及以上,高中,郑州佑澜商贸有限公司,批发/零售,民营,少于50人,技术培训;零食下午茶;节日福利;员工生日福利,扁平化管理;室内办公;团建聚餐;法定节假日;通勤方便,
交易员,5千-1万,合肥·包河区,1-3年,高中,合肥宏远祥商贸有限公司,互联网/电子商务,创业公司,少于50人,专业培训;绩效奖金;年终奖金,,
期货交易员,8千-1万·13薪,杭州·上城区,3年及以上,本科,浙江新月控股集团有限公司,贸易/进出口,民营,1000-5000人,高温补贴;五险;餐饮补贴,期货;期货从业资格,
基金经理助理,1.5-2.5万,上海·浦东新区,1-5年,本科,西安江岳私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险,数据分析;会计;经济;市场动态;财务数据;市场研究;信息披露,金融 行业分析 投资决策
期货交易员,8千-1.2万,,1年,大专,昆明晟航投资有限公司,金融/投资/证券,民营,50-150人,五险一金;专业培训;绩效奖金;弹性工作,期货;交易员;操盘手,
交易员助理,1-2万,重庆,无需经验,大专,重庆艾尼维亚营销策划有限公司,租赁服务,民营,少于50人,专业培训;绩效奖金,,
国内商品期货交易员（可线上）,1-1.5万,长沙·开福区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
量化投资基金经理,4-8万,杭州·西湖区,3年及以上,本科,浙江价远投资管理有限公司,金融/投资/证券,民营,少于50人,,,
交易员助理,8千-1.3万,广州·天河区,1年及以上,大专,超恒投资服务（广州）有限公司,互联网/电子商务,民营,少于50人,,,
期货交易员,2-4万·15薪,上海·黄浦区,1年,大专,杭州灏创资产管理有限公司,贸易/进出口,民营,50-150人,五险一金;员工旅游,商品期货;交易;套利;套保;交易员;国内期货;大宗商品;对冲交易;国内商品期货,私募基金
国内商品期货交易员（可线上）,1-1.5万,广州·天河区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
外汇交易员,6千-1.2万,广州·番禺区,1年及以上,,广州凌阳文化传媒有限公司,影视/媒体/艺术/文化传播,民营,少于50人,,外汇交易,网络销售
芜湖分公司-财富客户部-客户经理,6千-1.2万,芜湖,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
财务经理,1.5-2万,常州·武进区,10年及以上,本科,环球豪源基金管理（北京）有限公司,金融/投资/证券,民营,未知,,,
期货交易员,8千-1万,上海·浦东新区,无需经验,本科,上海逸恺沅实业有限公司,贸易/进出口,民营,少于50人,五险一金;交通补贴;定期体检;年终奖金;员工旅游,,
财务经理Financial Manager,9.8千-1.4万,上海·黄浦区,3年及以上,本科,上海新奥光明公益基金会,非营利组织,非营利组织,少于50人,五险一金;专业培训;定期体检;带薪年假;通讯补贴;带薪病假,年度预算;财务流程;accounts;management;定期团建,
工程经理,8千-1万·13薪,惠州·惠城区,5年及以上,大专,惠州市港惠天地商业管理有限公司,物业管理/商业中心,民营,未知,五险一金;带薪年假;年终奖金;餐饮补贴;通讯补贴;周末双休;包住宿;培训,维修;物业工程维修;能耗管理;电工证,
创新业务总部下属私募基金部经理,1.2-2.4万,杭州·萧山区,3年及以上,本科,信达期货有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴;补充医疗保险;交通补贴;补充公积金;年终奖金;定期体检,保险,
个人银行客户经理(财富方向) ID177027,1.6-3.2万,珠海,5年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金;补充医疗保险,财务;维护客户关系;客户资源;理财,销售 市场营销 金融 营销策略 营销推广 渠道拓展
储备经理人/优才计划,1.5-2万,无锡·梁溪区,1年,本科,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,补充医疗保险;补充公积金;出国机会;专业培训;年终奖金,信用卡;信托;理财;保险;汽车;基金,证券 营销
平安信托经理（弹性工作制）,1.5-3万,北京·石景山区,2年,大专,中国平安人寿保险股份有限公司北京分公司,金融/投资/证券,国企,10000人以上,绩效奖金;年终奖金;补充医疗保险,管理;医学;法律;服务;理财产品;客户联系;人寿保险,销售 银行 金融理财
基金产品专员,15-30万/年,深圳·福田区,3年及以上,大专,广东九州黑石控股集团有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训;员工旅游;弹性工作;周末双休;节日福利;做五休二;培训,,上市公司
企业融资经理,1.2-2.4万,武汉·江汉区,1年及以上,大专,武汉云采投资咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;专业培训;双休;培训,信贷;贷款;融资;助贷;抵押;谈单;面销;企业;奖金,金融 电话销售
海南分公司-机构客户部-客户经理G00148,6千-1.2万,海口,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
财务风控经理,3-3.5万·15薪,上海·浦东新区,5年及以上,本科,纽克达生物科技（上海）有限公司,制药/生物工程,合资,500-1000人,补充医疗保险;带薪年假,财务;会计;cpa;风险防范;基金运营;合规性审查;风险管理体系;企业,金融 企业投融资
泛半导体经营副总经理（国企）,20-30万/年,武汉·东湖新技术产业开发区,5年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,五险一金;绩效奖金;年终奖金;节日福利;周末双休,产业,投资
产业招商经理成都,7.5-8.5千,成都·高新区,3年及以上,本科,有斐商务咨询（上海）有限公司,多元化业务集团公司,民营,少于50人,五险一金;双休,朝九晚六;项目奖;优质企业;基金;产业招商,销售 金融 投资项目 企业客户销售
东北分公司-客户经理G00281,6-9千,沈阳,2年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
综合金融售后服务经理（急招）,1-2万,广州·黄埔区,1年,本科,中国人寿保险股份有限公司广州市分公司,保险,国企,10000人以上,免费培训;弹性工作,管理;财务;推广;团队管理;市场分析;理赔;二次开发;保险;奖金,营销 金融 金融产品
金融客户经理,1-1.5万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,1000-5000人,年终奖金;绩效奖金;出国机会;专业培训;员工旅游;补充医疗保险;通讯补贴;交通补贴;节日福利;弹性工作,保险,
HWP-医养项目经理-养老社区,1.5-3万,青岛·城阳区,无需经验,大专,泰康人寿保险有限责任公司青岛分公司,保险,民营,未知,绩效奖金;五险一金;双休;培训;补贴;提成,奖金;国外游;团建;环境优雅;佣金;年轻化;津贴,
杭州萧山分公司-产业客户部-客户经理,6千-1.2万,杭州,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
金融客户经理,8千-1.5万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,计算机软件,国企,500-1000人,绩效奖金;专业培训,管理;保险;商务谈判;关系拓展维护,客户经理 金融 销售 金融行业 客户关系 销售及推广
客户经理,6千-1万,上海·浦东新区,无需经验,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;餐饮补贴;绩效奖金;年终奖金;定期体检,证券从业资格;基金从业资格,
储备渠道经理,6千-1.2万,上海·宝山区,无需经验,本科,招商证券股份有限公司上海牡丹江路证券营业部,金融/投资/证券,国企,50-150人,五险一金;定期体检;员工旅游;交通补贴;年终奖金;节日福利;加班补贴;高温补贴,渠道经理,客户开发 渠道拓展
零售银行客户经理,3-5万·14薪,广州·番禺区,3年及以上,本科,昇锐（广州）留学咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,保险基金销售;广东话流利;IIQE123;HKSI1;7;8;香港办公;提供工作签证,销售 银行产品 投资市场 零售银行
菁英经理人,1.5-2.5万·13薪,杭州·上城区,1年及以上,本科,中国人寿保险股份有限公司杭州市分公司,保险,国企,500-1000人,培训;弹性工作;技能培训,招聘;需求分析;团队管理;后期服务;辅导;理财产品;理财;保险,金融行业 金融理财
基金会计副经理,1.5-2万,广州,5-10年,本科,友邦资讯科技（广州）有限公司,计算机软件,外资（非欧美）,1000-5000人,五险一金;补充医疗保险;员工旅游;餐饮补贴;专业培训;绩效奖金;弹性工作;定期体检,,
业务经理（国企 双休 底薪7000）,1.5-2.5万,杭州·上城区,1年及以上,本科,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,外企代表处,未知,定期体检;弹性工作;专业培训;绩效奖金;补充医疗保险;员工旅游;带薪年假,缴纳养老金;商业保险保障,销售
金融客户经理,8千-1.5万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,计算机软件,国企,500-1000人,绩效奖金;专业培训,管理;保险;商务谈判;关系拓展维护,客户经理 金融 销售 金融行业 客户关系 销售及推广
综合金融售后服务经理（急招）,1-2万,广州·黄埔区,1年,本科,中国人寿保险股份有限公司广州市分公司,保险,国企,10000人以上,免费培训;弹性工作,管理;财务;推广;团队管理;市场分析;理赔;二次开发;保险;奖金,营销 金融 金融产品
金融客户经理,1-1.5万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,1000-5000人,年终奖金;绩效奖金;出国机会;专业培训;员工旅游;补充医疗保险;通讯补贴;交通补贴;节日福利;弹性工作,保险,
储备渠道经理,6千-1.2万,上海·宝山区,无需经验,本科,招商证券股份有限公司上海牡丹江路证券营业部,金融/投资/证券,国企,50-150人,五险一金;定期体检;员工旅游;交通补贴;年终奖金;节日福利;加班补贴;高温补贴,渠道经理,客户开发 渠道拓展
东北分公司-客户经理G00281,6-9千,沈阳,2年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
财务风控经理,3-3.5万·15薪,上海·浦东新区,5年及以上,本科,纽克达生物科技（上海）有限公司,制药/生物工程,合资,500-1000人,补充医疗保险;带薪年假,财务;会计;cpa;风险防范;基金运营;合规性审查;风险管理体系;企业,金融 企业投融资
基金产品专员,15-30万/年,深圳·福田区,3年及以上,大专,广东九州黑石控股集团有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训;员工旅游;弹性工作;周末双休;节日福利;做五休二;培训,,上市公司
菁英经理人,1.5-2.5万·13薪,杭州·上城区,1年及以上,本科,中国人寿保险股份有限公司杭州市分公司,保险,国企,500-1000人,培训;弹性工作;技能培训,招聘;需求分析;团队管理;后期服务;辅导;理财产品;理财;保险,金融行业 金融理财
广东分公司-财富客户部-客户经理,7.5千-1.5万,广州,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
泛半导体经营副总经理（国企）,20-30万/年,武汉·东湖新技术产业开发区,5年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,五险一金;绩效奖金;年终奖金;节日福利;周末双休,产业,投资
HWP-医养项目经理-养老社区,1.5-3万,青岛·城阳区,无需经验,大专,泰康人寿保险有限责任公司青岛分公司,保险,民营,未知,绩效奖金;五险一金;双休;培训;补贴;提成,奖金;国外游;团建;环境优雅;佣金;年轻化;津贴,
客户经理,1.2-2.4万,西安·雁塔区,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;培训;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;六险一金;法定节假;节假日,
产业招商经理成都,7.5-8.5千,成都·高新区,3年及以上,本科,有斐商务咨询（上海）有限公司,多元化业务集团公司,民营,少于50人,五险一金;双休,朝九晚六;项目奖;优质企业;基金;产业招商,销售 金融 投资项目 企业客户销售
三新经理人培养计划（番一4）,1-2万,广州,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,10000人以上,弹性工作;专业培训;周末双休,管理;寿险;旅游奖励;训练津贴;意外伤害医疗;意外伤害保险,金融行业 保险销售
云南分公司-财富客户部-客户经理,7.5千-1.5万,昆明,2年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,期货行业,
客户经理（业绩提成+五险一金）,8千-1.5万,西安·高新技术产业开发区,3年及以上,本科,深圳东海万银股权投资基金管理有限公司,金融/投资/证券,民营,50-150人,五险一金;餐饮补贴;定期体检;节日福利;交通补贴;带薪年假;周末双休;业绩提成,,
实习理财经理,6千-1万·13薪,长沙,无需经验,大专,中国人寿保险股份有限公司长沙市天心支公司,保险,已上市,150-500人,弹性工作;年终奖金;绩效奖金;补充医疗保险,,
零售银行客户经理,3-5万·14薪,广州·番禺区,3年及以上,本科,昇锐（广州）留学咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,保险基金销售;广东话流利;IIQE123;HKSI1;7;8;香港办公;提供工作签证,销售 银行产品 投资市场 零售银行
社区综合金融服务经理,1.5-3万,上海·静安区,10年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,年终奖;五险一金;年金;培训;过节福利;提成;补充医疗保险;员工旅游,无责底薪;保险;津贴;年度旅游;上五休二,
学术专员/经理（体外诊断产品）(J15872),1.5-3万·18薪,青岛,3年及以上,硕士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
T0交易员,1.5-2.5万,深圳,1年及以上,,深圳市格纳斯黄金科技有限公司,计算机软件,民营,50-150人,五险一金,交易;财经;奖金分红,
交易员,1-1.2万,广州,无需经验,,合肥市蜀山区众包装卸服务部,生活服务,民营,少于50人,,,
财务经理,1-1.5万,葫芦岛,5年及以上,本科,葫芦岛港集团有限公司,交通/运输/物流,民营,500-1000人,餐饮补贴;带薪年假;通讯补贴,财务;财务管理;基金;信托;会计核算;融资;风险管理;资金管理;财务制度;财会,
学术专员/经理（体外诊断产品）(J17245),1.5-3万·18薪,深圳·南山区,3年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
社区金融服务经理+朝九晚六+到点下班,8千-1.2万,昆明·五华区,无需经验,大专,中国平安人寿保险股份有限公司云南分公司昆明直属第二支公司,保险,民营,未知,五险一金;提成奖金;周末双休;弹性工作;专业培训;员工旅游;出国机会;年终奖金,商业保险,
内蒙古分公司-客户经理G00324,4-8千,包头,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
周末双休+客户经理,1.2-2.4万,苏州,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
学术专员/经理（体外诊断产品）(J16310),1.5-3万·18薪,杭州,5年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金,医学;临床研究;sci;医院;学术平台;医学研究;医学教育;文章发表;科研;学术会议,
高级客户经理,6千-1.2万,南昌,1年及以上,大专,方正中期期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;餐饮补贴;弹性工作;定期体检;专业培训,期货,营销
理财经理,6千-1万,杭州·上城区,1年及以上,本科,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,,经济;拜访客户;资产配置方案,营销 金融 客户开发 证券行业 金融产品 销售渠道 金融理财
周末双休+客户经理,1.2-2.4万,成都,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;提成;补贴;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;六险一金;节假日,
学术专员/经理（体外诊断产品）(J16309),1.5-3万·18薪,上海·黄浦区,5年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
高级售后服务经理,1.5-3万,上海·长宁区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,年终奖;五险一金;绩效奖金;专业培训;带薪年假;年金;培训;过节福利;提成,无责底薪;保险;津贴;年度旅游,
现货交易员,5-8千,南平,2年及以上,本科,南平市建阳区贵丰梓滢信息咨询有限公司,金融/投资/证券,非营利组织,少于50人,,现货交易员,
周末双休+客户经理,1.2-2.4万,南昌,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
高端医疗养老销售经理,1.5-3万,青岛·市南区,2年及以上,大专,泰康人寿保险有限责任公司青岛分公司,保险,民营,未知,绩效奖金;年终奖金;专业培训;员工旅游;补贴,养老医疗;团队管理;市场拓展;奖金;佣金;津贴;团建;环境优雅,
